step,decision,reward,task_latency,task_priority,vehicle_cpu,battery,edge_delay,cloud_delay
909,CLOUD,130,300,2,57.490306523238345,28.362728543783142,32.58980127509186,109.2939419708106
910,CLOUD,125,300,3,32.88328397424041,39.79783716259939,11.311096940127687,91.19021553946986
911,VEHICLE,140,15,2,41.36687612882473,13.083598065700697,7.363734695243296,83.22951721767606
912,VEHICLE,160,15,2,68.11132337055388,44.836920427229536,39.41721400400283,74.68992437510042
913,EDGE,125,150,3,36.419820325714646,86.41875522957551,23.77682070550205,105.26046835050656
914,EDGE,115,50,1,52.29660990600316,62.1795739563028,42.750174837412104,148.194347337024
915,VEHICLE,155,10,3,78.88890689210983,28.899968258880303,9.56122832437445,109.88536900511653
916,VEHICLE,165,15,1,43.18105794009484,75.63403978028492,40.78809031350007,97.00045698806008
917,VEHICLE,125,10,3,91.3087684393245,47.571468098590934,42.063875024174386,67.61384825960766
918,VEHICLE,115,10,1,88.07995914994689,17.53757537215141,8.874869491099808,76.13316106240265
919,EDGE,125,50,3,75.90684221664876,34.11062959791641,13.755926343001374,134.25073875718195
920,EDGE,115,50,1,62.339844556140115,55.656655432833276,47.06506556984735,77.5446560803941
921,EDGE,135,150,1,63.877792281740106,78.15379319705269,32.93169582725564,141.2500394507982
922,EDGE,110,50,2,85.52403234292822,31.957722652282985,46.02933145330753,61.88915117373365
923,EDGE,125,150,3,44.1842127198523,80.27998129420939,21.85959110626009,102.52639923656506
924,VEHICLE,155,10,3,77.73646386489841,76.98366591061932,15.143270565269535,72.71958509497867
925,EDGE,135,150,1,36.321203251542954,67.16276790437213,6.696988027573751,169.45465156470968
926,VEHICLE,165,15,1,77.37369411509526,91.94798782454006,47.120808189799995,110.6900298492849
927,VEHICLE,165,15,1,68.47891716519638,37.58337005030543,30.056915871194867,79.73796212096323
928,VEHICLE,155,10,3,35.71958242323547,92.3790788455248,32.27422897012907,91.75786067251218
929,EDGE,110,50,2,53.08375321092893,40.46026948992686,46.23599972184752,86.71063027468966
930,EDGE,130,150,2,80.68557687005381,96.91557663708821,13.759712330682538,140.69425313228317
931,EDGE,135,50,1,38.20201150951118,55.577522648783486,32.50312037501439,177.18330014164852
932,EDGE,110,150,2,80.50374497807823,63.60367971816392,45.236639200949455,156.18325928801985
933,VEHICLE,145,15,1,74.80874131876436,10.86249725347246,36.18752211939092,147.75618073444477
934,VEHICLE,155,15,3,40.9027091599449,75.70969267276355,25.44869939395124,167.925987992957
935,VEHICLE,155,15,3,46.333259280411,59.29573338838055,22.16534456146927,106.30788987655467
936,EDGE,110,150,2,64.23181461277548,26.345964814824328,46.83276169124748,136.64572708928682
937,CLOUD,130,300,2,78.53915225222744,79.0910731574853,13.633091256779595,77.56595240269385
938,VEHICLE,155,10,3,60.01772264436005,76.38084832268446,42.81844159791455,72.75411637206673
939,VEHICLE,165,15,1,47.926793615182206,53.535260460743785,43.033897774675026,117.3265249366589
940,CLOUD,110,300,2,82.76561518093064,62.6075269951121,39.81300350239252,158.7499897975665
941,VEHICLE,165,10,1,49.527394263694234,37.366873018975824,35.077419400974364,85.11279986350053
942,EDGE,130,150,2,51.51460476912095,25.49391955765671,22.46573261834923,77.36757861307011
943,VEHICLE,125,10,3,86.02491590092593,47.23302725102764,48.40957225240111,94.98170968644561
944,EDGE,125,50,3,56.62552819962894,57.13143023784963,33.473841623613836,115.17385105208284
945,VEHICLE,160,10,2,84.78222521681133,23.455377159370283,31.281414606702544,155.98242468989798
946,CLOUD,135,300,1,81.9720652200405,36.84357086091171,31.67182545676944,95.91976369534362
947,EDGE,125,50,3,45.09167743573059,15.77397758593953,10.741886483994243,62.29272767524223
948,EDGE,125,150,3,58.50483818610168,79.92269195740379,15.440014562684627,154.50365998992345
949,VEHICLE,165,15,1,57.27814807450646,68.5932235342954,28.467426921161334,166.55945916754985
950,VEHICLE,135,10,1,85.40285071122955,59.54164956275418,40.66466910398893,170.7491985581918
951,CLOUD,125,300,3,87.25276808660274,22.253027254554908,33.78067001792198,115.24416235627282
952,VEHICLE,145,15,1,82.73400870269688,18.164567796601844,28.027675316891568,127.32467558188762
953,EDGE,115,50,1,52.749781504643536,42.33295027041433,40.617004346946615,84.35170215068675
954,VEHICLE,155,15,3,81.15126187043703,83.91515654567941,36.76784400373643,165.0594441933638
955,VEHICLE,160,15,2,47.535860979562784,90.45747626326182,46.311771986756646,83.45581694617589
956,EDGE,125,50,3,40.985738786454974,19.131258511063482,28.116864508160578,85.26906405970189
957,EDGE,105,50,3,74.13581191915429,91.40688770203491,43.724946870657796,144.02580066146857
958,EDGE,115,50,1,78.20386769347786,71.04051196687499,45.98111763638791,94.79777198547316
959,CLOUD,130,300,2,35.24421429020096,77.4091114016226,38.19061034453992,146.4799172196059
960,EDGE,135,150,1,90.06873224106556,83.1518629505415,7.907706421361172,153.77519672681422
961,VEHICLE,135,15,1,89.19807953768267,23.330845738792988,33.22548217378747,121.8115377181528
962,CLOUD,125,300,3,88.78470107620441,95.7940454668391,39.25694822604607,97.92252606326682
963,EDGE,115,150,1,38.95451450364684,13.2936484536091,40.96517251767085,112.93277926909786
964,EDGE,105,150,3,72.14637951751652,46.53001202140898,49.10715339042601,168.5957515381994
965,EDGE,135,50,1,51.51340914027428,68.34575080595162,6.849630427363795,73.08804409528388
966,VEHICLE,105,10,3,94.54974382077721,13.688289061670499,6.228075639816047,120.26900451665396
967,EDGE,130,150,2,70.50410669543577,70.46865188066607,26.003302134369818,129.47232111469947
968,CLOUD,135,300,1,47.10316451727056,88.02946140620053,43.053147709037546,64.37322524298146
969,VEHICLE,165,15,1,49.09156468218973,35.59195975807056,28.85489781786613,62.938719086225134
970,VEHICLE,155,10,3,73.5798622944441,72.52935873111127,7.316271173118555,131.97111040833354
971,VEHICLE,130,15,2,88.77310364401855,99.51726157807647,41.936164729547556,116.87962886822383
972,EDGE,125,150,3,84.61614729645106,29.873144528696916,19.929055959867,103.56248895850482
973,CLOUD,110,300,2,37.83734244209079,24.998644955718486,34.95584629270998,150.89633187225397
974,EDGE,125,150,3,93.55749359112316,76.1118132403263,31.00999682636981,111.39198552650555
975,EDGE,135,50,1,75.578829716964,51.11785862289103,21.867910002625507,63.15681670770681
976,CLOUD,110,300,2,59.01624190841592,31.266082843482174,37.93809241510464,157.95196895606648
977,EDGE,125,150,3,64.46468801869106,34.948599399161516,28.77307711383386,118.22688240264152
978,VEHICLE,160,10,2,83.20333773821216,21.745677025039285,39.235135232068686,103.79176506494953
979,EDGE,135,150,1,55.36157000294012,23.184177699201314,20.873385783026944,149.7875189413171
980,CLOUD,130,300,2,72.09243754371315,76.62028077529745,43.94430856418565,117.27209761904413
981,EDGE,125,150,3,40.33097033116648,37.85362530571982,6.378541277610558,91.23916591299877
982,EDGE,130,50,2,69.01987230204102,59.90000365228028,33.701832629414184,128.5047406329176
983,EDGE,135,150,1,56.116056842848224,19.283504806314642,26.39175012812562,138.40833913227908
984,CLOUD,125,300,3,49.69498468442096,19.98954014389983,29.882516918206647,90.45126062606002
985,VEHICLE,165,10,1,71.14667934588037,55.773815374772475,25.91691090550534,134.17795537928146
986,EDGE,125,50,3,51.779754105278045,31.389084456369684,20.923899787718042,122.0972259874173
987,EDGE,125,50,3,46.14285048555328,37.96518341258214,15.329124893211779,134.80137960641736
988,VEHICLE,135,10,1,94.26283755897363,87.40759403875458,38.55254469365708,82.30168820786231
989,EDGE,130,50,2,43.34897631204152,57.04355104042549,11.219243931632164,159.77476364924183
990,EDGE,115,50,1,39.198142363938835,22.94379084984521,46.32325231590892,77.258673458342
991,CLOUD,135,300,1,92.05614070284584,82.41323009094857,12.961391537714102,89.80109852014118
992,VEHICLE,135,15,1,90.76038009178788,32.87269505863448,37.85139896395381,134.78854698869824
993,VEHICLE,140,15,2,82.98957652683035,16.680532148651462,40.2382376448328,115.04318843616616
994,CLOUD,125,300,3,82.10933975467617,86.89173142163783,45.82863111865131,145.02350438735695
995,CLOUD,105,300,3,88.73419743795529,63.59348890386094,11.287899644818687,177.45125313537073
996,EDGE,110,150,2,86.96985966849519,12.88975658776646,43.10168878160565,149.39673203621845
997,VEHICLE,155,10,3,69.20754068525895,78.00710669828617,25.886356320079674,120.02313414288011
998,CLOUD,135,300,1,42.52596907107042,48.18208520181745,47.49868749143758,60.65717367064111
999,CLOUD,130,300,2,78.17308631226174,59.43656191670151,45.02220980233727,84.90376450692338
1000,CLOUD,105,300,3,86.46498327296464,56.769104220057486,15.010435393601503,151.1650546298552
