step,vehicle_id,speed,position_x,position_y,traffic_density,network_quality,battery,task_type,priority,latency_requirement,task_size,decision,timestamp
51,veh13,10.86,300.04,0.0,HIGH,POOR,71.65,lane_detection,9,13,16,VEHICLE,2026-06-23 00:01:30
51,veh14,11.62,279.69,0.0,HIGH,MODERATE,60.43,driver_behavior_analysis,1,117,97,EDGE,2026-06-23 00:01:30
51,veh15,8.84,258.45,0.0,HIGH,MODERATE,75.51,obstacle_detection,9,24,12,VEHICLE,2026-06-23 00:01:30
51,veh16,12.09,239.43,0.0,HIGH,MODERATE,47.09,vehicle_diagnostics,3,131,79,EDGE,2026-06-23 00:01:30
51,veh17,11.58,217.41,0.0,HIGH,MODERATE,58.88,obstacle_detection,9,12,19,VEHICLE,2026-06-23 00:01:30
51,veh18,11.47,195.67,0.0,HIGH,MODERATE,59.72,lane_detection,10,29,27,VEHICLE,2026-06-23 00:01:30
51,veh19,10.76,175.04,0.0,HIGH,POOR,40.56,vehicle_diagnostics,3,135,89,EDGE,2026-06-23 00:01:30
51,veh20,10.98,154.02,0.0,HIGH,MODERATE,66.17,driver_behavior_analysis,4,188,71,EDGE,2026-06-23 00:01:30
51,veh21,11.48,132.76,0.0,HIGH,MODERATE,70.43,obstacle_detection,8,29,28,VEHICLE,2026-06-23 00:01:30
51,veh22,9.73,111.42,0.0,HIGH,MODERATE,43.08,traffic_sign_recognition,8,60,23,EDGE,2026-06-23 00:01:30
51,veh23,11.13,91.19,0.0,HIGH,POOR,68.22,driver_behavior_analysis,1,119,88,EDGE,2026-06-23 00:01:30
51,veh24,11.22,62.34,0.0,HIGH,MODERATE,76.12,traffic_sign_recognition,8,40,35,EDGE,2026-06-23 00:01:30
51,veh25,11.19,37.45,0.0,HIGH,MODERATE,70.44,driver_behavior_analysis,5,177,96,EDGE,2026-06-23 00:01:30
51,veh26,10.87,15.97,0.0,HIGH,MODERATE,57.36,traffic_sign_recognition,7,43,24,EDGE,2026-06-23 00:01:30
51,veh6,11.19,450.58,0.0,HIGH,POOR,60.41,lane_detection,9,17,16,VEHICLE,2026-06-23 00:01:30
51,veh7,10.65,429.62,0.0,HIGH,POOR,81.38,route_planning,5,74,43,EDGE,2026-06-23 00:01:30
51,veh8,9.44,409.49,0.0,HIGH,MODERATE,47.09,route_planning,5,114,64,EDGE,2026-06-23 00:01:30
51,veh9,10.62,389.81,0.0,HIGH,MODERATE,46.93,lane_detection,8,14,29,VEHICLE,2026-06-23 00:01:30
52,veh10,11.12,372.76,0.0,HIGH,POOR,51.5,obstacle_detection,10,18,23,VEHICLE,2026-06-23 00:01:30
52,veh11,10.37,351.73,0.0,HIGH,MODERATE,52.59,obstacle_detection,10,11,32,VEHICLE,2026-06-23 00:01:30
52,veh12,10.93,330.81,0.0,HIGH,POOR,81.67,traffic_sign_recognition,8,43,39,EDGE,2026-06-23 00:01:30
52,veh13,11.52,311.57,0.0,HIGH,POOR,55.75,driver_behavior_analysis,4,158,111,EDGE,2026-06-23 00:01:30
52,veh14,10.58,290.27,0.0,HIGH,POOR,89.71,traffic_sign_recognition,7,32,34,EDGE,2026-06-23 00:01:30
52,veh15,10.96,269.41,0.0,HIGH,POOR,65.08,lane_detection,8,27,30,VEHICLE,2026-06-23 00:01:30
52,veh16,9.57,249.0,0.0,HIGH,POOR,55.98,route_planning,4,103,78,EDGE,2026-06-23 00:01:30
52,veh17,10.93,228.34,0.0,HIGH,POOR,57.81,traffic_sign_recognition,6,42,30,EDGE,2026-06-23 00:01:30
52,veh18,11.78,207.45,0.0,HIGH,MODERATE,41.61,vehicle_diagnostics,3,104,110,EDGE,2026-06-23 00:01:30
52,veh19,11.55,186.59,0.0,HIGH,MODERATE,54.73,route_planning,5,116,83,EDGE,2026-06-23 00:01:30
52,veh20,11.25,165.27,0.0,HIGH,POOR,90.77,driver_behavior_analysis,3,165,116,EDGE,2026-06-23 00:01:30
52,veh21,11.01,143.77,0.0,HIGH,POOR,84.29,lane_detection,8,28,28,VEHICLE,2026-06-23 00:01:30
52,veh22,11.33,122.75,0.0,HIGH,MODERATE,60.35,lane_detection,9,25,23,VEHICLE,2026-06-23 00:01:30
52,veh23,10.56,101.75,0.0,HIGH,MODERATE,60.48,vehicle_diagnostics,2,182,111,EDGE,2026-06-23 00:01:30
52,veh24,12.26,74.6,0.0,HIGH,MODERATE,89.54,obstacle_detection,9,14,27,VEHICLE,2026-06-23 00:01:30
52,veh25,10.42,47.87,0.0,HIGH,MODERATE,41.06,lane_detection,9,24,17,VEHICLE,2026-06-23 00:01:30
52,veh26,11.35,27.32,0.0,HIGH,MODERATE,75.57,route_planning,6,82,80,EDGE,2026-06-23 00:01:30
52,veh27,10.95,5.1,0.0,HIGH,POOR,70.14,lane_detection,10,29,30,VEHICLE,2026-06-23 00:01:30
52,veh6,11.01,461.59,0.0,HIGH,MODERATE,89.36,route_planning,4,77,46,EDGE,2026-06-23 00:01:30
52,veh7,11.77,441.39,0.0,HIGH,MODERATE,45.11,driver_behavior_analysis,5,132,83,EDGE,2026-06-23 00:01:30
52,veh8,10.25,419.74,0.0,HIGH,MODERATE,61.89,obstacle_detection,10,16,19,VEHICLE,2026-06-23 00:01:30
52,veh9,9.4,399.21,0.0,HIGH,POOR,67.08,driver_behavior_analysis,2,181,105,EDGE,2026-06-23 00:01:30
53,veh10,11.79,384.56,0.0,HIGH,POOR,38.0,obstacle_detection,9,17,31,VEHICLE,2026-06-23 00:01:30
53,veh11,11.6,363.32,0.0,HIGH,MODERATE,47.6,route_planning,4,99,79,EDGE,2026-06-23 00:01:30
53,veh12,10.87,341.67,0.0,HIGH,POOR,80.39,lane_detection,9,29,26,VEHICLE,2026-06-23 00:01:30
53,veh13,11.15,322.71,0.0,HIGH,MODERATE,83.19,obstacle_detection,9,27,29,VEHICLE,2026-06-23 00:01:30
53,veh14,11.0,301.27,0.0,HIGH,POOR,56.88,driver_behavior_analysis,1,118,67,EDGE,2026-06-23 00:01:30
53,veh15,10.97,280.38,0.0,HIGH,MODERATE,94.55,obstacle_detection,10,13,28,VEHICLE,2026-06-23 00:01:30
53,veh16,10.91,259.91,0.0,HIGH,MODERATE,81.54,traffic_sign_recognition,8,70,50,EDGE,2026-06-23 00:01:30
53,veh17,9.64,237.98,0.0,HIGH,MODERATE,76.96,driver_behavior_analysis,1,149,84,EDGE,2026-06-23 00:01:30
53,veh18,11.67,219.12,0.0,HIGH,MODERATE,50.81,obstacle_detection,9,30,12,VEHICLE,2026-06-23 00:01:30
53,veh19,11.21,197.8,0.0,HIGH,MODERATE,81.01,vehicle_diagnostics,1,179,117,EDGE,2026-06-23 00:01:30
53,veh20,11.18,176.45,0.0,HIGH,MODERATE,70.0,route_planning,5,98,64,EDGE,2026-06-23 00:01:30
53,veh21,10.95,154.72,0.0,HIGH,POOR,88.38,lane_detection,8,26,24,VEHICLE,2026-06-23 00:01:30
53,veh22,11.31,134.06,0.0,HIGH,POOR,39.48,traffic_sign_recognition,8,52,47,EDGE,2026-06-23 00:01:30
53,veh23,10.94,112.69,0.0,HIGH,POOR,81.97,driver_behavior_analysis,2,189,65,EDGE,2026-06-23 00:01:30
53,veh24,11.47,86.07,0.0,HIGH,MODERATE,53.46,obstacle_detection,10,11,30,VEHICLE,2026-06-23 00:01:30
53,veh25,11.29,59.17,0.0,HIGH,MODERATE,85.59,obstacle_detection,10,17,26,VEHICLE,2026-06-23 00:01:30
53,veh26,10.29,37.61,0.0,HIGH,POOR,71.44,obstacle_detection,8,30,28,VEHICLE,2026-06-23 00:01:30
53,veh27,11.94,17.04,0.0,HIGH,POOR,87.36,obstacle_detection,10,19,11,VEHICLE,2026-06-23 00:01:30
53,veh6,11.1,472.68,0.0,HIGH,POOR,56.46,obstacle_detection,9,17,27,VEHICLE,2026-06-23 00:01:30
53,veh7,10.5,451.89,0.0,HIGH,POOR,48.43,obstacle_detection,10,18,21,VEHICLE,2026-06-23 00:01:30
53,veh8,11.61,431.35,0.0,HIGH,MODERATE,35.56,vehicle_diagnostics,5,153,96,EDGE,2026-06-23 00:01:30
53,veh9,10.97,410.18,0.0,HIGH,MODERATE,60.27,traffic_sign_recognition,7,51,27,EDGE,2026-06-23 00:01:30
54,veh10,11.67,396.23,0.0,HIGH,POOR,76.95,driver_behavior_analysis,2,126,113,EDGE,2026-06-23 00:01:30
54,veh11,11.68,375.0,0.0,HIGH,MODERATE,54.84,route_planning,5,81,45,EDGE,2026-06-23 00:01:30
54,veh12,11.82,353.5,0.0,HIGH,MODERATE,47.34,lane_detection,10,18,29,VEHICLE,2026-06-23 00:01:30
54,veh13,10.75,333.46,0.0,HIGH,POOR,80.5,route_planning,6,99,64,EDGE,2026-06-23 00:01:30
54,veh14,11.99,313.26,0.0,HIGH,MODERATE,42.1,vehicle_diagnostics,5,135,79,EDGE,2026-06-23 00:01:30
54,veh15,10.84,291.21,0.0,HIGH,MODERATE,72.55,driver_behavior_analysis,1,125,69,EDGE,2026-06-23 00:01:30
54,veh16,11.36,271.27,0.0,HIGH,POOR,71.76,route_planning,6,108,49,EDGE,2026-06-23 00:01:30
54,veh17,11.62,249.6,0.0,HIGH,MODERATE,87.56,vehicle_diagnostics,1,112,116,EDGE,2026-06-23 00:01:30
54,veh18,9.64,228.76,0.0,HIGH,MODERATE,72.26,driver_behavior_analysis,2,160,75,EDGE,2026-06-23 00:01:30
54,veh19,11.72,209.52,0.0,HIGH,POOR,41.78,driver_behavior_analysis,3,110,63,EDGE,2026-06-23 00:01:30
54,veh20,11.93,188.38,0.0,HIGH,MODERATE,50.64,route_planning,7,99,70,EDGE,2026-06-23 00:01:30
54,veh21,11.17,165.89,0.0,HIGH,POOR,66.22,driver_behavior_analysis,5,197,68,EDGE,2026-06-23 00:01:30
54,veh22,10.42,144.48,0.0,HIGH,POOR,71.84,obstacle_detection,8,25,29,VEHICLE,2026-06-23 00:01:30
54,veh23,10.93,123.62,0.0,HIGH,POOR,51.87,driver_behavior_analysis,1,144,96,EDGE,2026-06-23 00:01:30
54,veh24,11.64,97.71,0.0,HIGH,POOR,42.14,driver_behavior_analysis,1,193,83,EDGE,2026-06-23 00:01:30
54,veh25,10.81,69.98,0.0,HIGH,MODERATE,56.81,vehicle_diagnostics,4,200,107,EDGE,2026-06-23 00:01:30
54,veh26,11.44,49.05,0.0,HIGH,POOR,85.35,driver_behavior_analysis,3,126,66,EDGE,2026-06-23 00:01:30
54,veh27,10.92,27.96,0.0,HIGH,POOR,41.2,traffic_sign_recognition,6,33,36,EDGE,2026-06-23 00:01:30
54,veh28,11.23,5.1,0.0,HIGH,POOR,85.0,obstacle_detection,8,26,12,VEHICLE,2026-06-23 00:01:30
54,veh6,10.5,483.19,0.0,HIGH,POOR,46.94,lane_detection,9,20,29,VEHICLE,2026-06-23 00:01:30
54,veh7,11.38,463.27,0.0,HIGH,POOR,89.22,vehicle_diagnostics,4,121,50,EDGE,2026-06-23 00:01:30
54,veh8,11.24,442.6,0.0,HIGH,MODERATE,72.74,lane_detection,9,26,17,VEHICLE,2026-06-23 00:01:30
54,veh9,11.49,421.67,0.0,HIGH,POOR,44.94,route_planning,7,98,53,EDGE,2026-06-23 00:01:30
55,veh10,10.92,407.15,0.0,HIGH,MODERATE,93.54,route_planning,7,103,66,EDGE,2026-06-23 00:01:30
55,veh11,11.53,386.54,0.0,HIGH,MODERATE,41.9,obstacle_detection,9,17,13,VEHICLE,2026-06-23 00:01:30
55,veh12,11.79,365.28,0.0,HIGH,MODERATE,69.81,route_planning,7,89,77,EDGE,2026-06-23 00:01:30
55,veh13,11.52,344.97,0.0,HIGH,MODERATE,61.73,traffic_sign_recognition,7,42,49,EDGE,2026-06-23 00:01:30
55,veh14,10.11,323.37,0.0,HIGH,POOR,52.05,traffic_sign_recognition,8,38,31,EDGE,2026-06-23 00:01:30
55,veh15,12.64,303.85,0.0,HIGH,POOR,87.98,traffic_sign_recognition,6,45,37,EDGE,2026-06-23 00:01:30
55,veh16,11.31,282.58,0.0,HIGH,POOR,90.82,route_planning,7,110,71,EDGE,2026-06-23 00:01:30
55,veh17,11.19,260.79,0.0,HIGH,MODERATE,46.37,lane_detection,8,27,29,VEHICLE,2026-06-23 00:01:30
55,veh18,11.57,240.32,0.0,HIGH,MODERATE,40.08,route_planning,6,75,71,EDGE,2026-06-23 00:01:30
55,veh19,9.54,219.06,0.0,HIGH,MODERATE,90.6,vehicle_diagnostics,2,127,117,EDGE,2026-06-23 00:01:30
55,veh20,11.56,199.94,0.0,HIGH,POOR,38.29,traffic_sign_recognition,6,58,44,EDGE,2026-06-23 00:01:30
55,veh21,12.48,178.38,0.0,HIGH,POOR,92.06,route_planning,6,116,65,EDGE,2026-06-23 00:01:30
55,veh22,11.86,156.35,0.0,HIGH,POOR,37.21,lane_detection,9,19,35,VEHICLE,2026-06-23 00:01:30
55,veh23,10.32,133.94,0.0,HIGH,POOR,55.51,obstacle_detection,9,17,27,VEHICLE,2026-06-23 00:01:30
55,veh24,11.77,109.48,0.0,HIGH,POOR,41.39,route_planning,6,112,88,EDGE,2026-06-23 00:01:30
55,veh25,10.39,80.37,0.0,HIGH,MODERATE,43.99,obstacle_detection,10,18,32,VEHICLE,2026-06-23 00:01:30
55,veh26,11.58,60.62,0.0,HIGH,POOR,75.31,driver_behavior_analysis,3,194,70,EDGE,2026-06-23 00:01:30
55,veh27,11.54,39.5,0.0,HIGH,MODERATE,44.08,traffic_sign_recognition,7,54,39,EDGE,2026-06-23 00:01:30
55,veh28,11.89,16.99,0.0,HIGH,POOR,73.62,route_planning,7,90,41,EDGE,2026-06-23 00:01:30
55,veh6,11.2,494.39,0.0,HIGH,MODERATE,44.17,obstacle_detection,9,18,24,VEHICLE,2026-06-23 00:01:30
55,veh7,10.41,473.68,0.0,HIGH,POOR,80.33,vehicle_diagnostics,2,112,110,EDGE,2026-06-23 00:01:30
55,veh8,11.47,454.06,0.0,HIGH,POOR,65.75,driver_behavior_analysis,4,153,54,EDGE,2026-06-23 00:01:30
55,veh9,11.33,433.0,0.0,HIGH,MODERATE,43.93,vehicle_diagnostics,5,136,108,EDGE,2026-06-23 00:01:30
56,veh10,11.82,418.97,0.0,HIGH,POOR,73.97,traffic_sign_recognition,6,64,24,EDGE,2026-06-23 00:01:30
56,veh11,11.07,397.61,0.0,HIGH,MODERATE,62.46,lane_detection,9,30,18,VEHICLE,2026-06-23 00:01:30
56,veh12,11.27,376.55,0.0,HIGH,MODERATE,52.09,vehicle_diagnostics,5,111,61,EDGE,2026-06-23 00:01:30
56,veh13,11.89,356.86,0.0,HIGH,POOR,40.95,driver_behavior_analysis,3,125,55,EDGE,2026-06-23 00:01:30
56,veh14,11.69,335.06,0.0,HIGH,POOR,73.03,lane_detection,10,19,19,VEHICLE,2026-06-23 00:01:30
56,veh15,9.53,313.38,0.0,HIGH,MODERATE,68.25,obstacle_detection,10,19,14,VEHICLE,2026-06-23 00:01:30
56,veh16,12.65,295.23,0.0,HIGH,POOR,88.1,traffic_sign_recognition,7,66,40,EDGE,2026-06-23 00:01:30
56,veh17,12.1,272.89,0.0,HIGH,MODERATE,85.37,driver_behavior_analysis,1,156,58,EDGE,2026-06-23 00:01:30
56,veh18,10.72,251.04,0.0,HIGH,MODERATE,58.52,route_planning,6,105,50,EDGE,2026-06-23 00:01:30
56,veh19,10.88,229.93,0.0,HIGH,MODERATE,41.72,traffic_sign_recognition,8,65,48,EDGE,2026-06-23 00:01:30
56,veh20,9.61,209.55,0.0,HIGH,MODERATE,54.36,traffic_sign_recognition,7,52,37,EDGE,2026-06-23 00:01:30
56,veh21,11.93,190.31,0.0,HIGH,POOR,54.92,vehicle_diagnostics,5,132,53,EDGE,2026-06-23 00:01:30
56,veh22,13.08,169.42,0.0,HIGH,MODERATE,65.46,driver_behavior_analysis,3,136,87,EDGE,2026-06-23 00:01:30
56,veh23,12.57,146.5,0.0,HIGH,MODERATE,82.62,vehicle_diagnostics,1,146,64,EDGE,2026-06-23 00:01:30
56,veh24,11.83,121.31,0.0,HIGH,POOR,70.65,driver_behavior_analysis,4,151,100,EDGE,2026-06-23 00:01:30
56,veh25,10.91,91.28,0.0,HIGH,POOR,76.0,driver_behavior_analysis,5,162,76,EDGE,2026-06-23 00:01:30
56,veh26,10.78,71.41,0.0,HIGH,POOR,72.51,obstacle_detection,8,28,20,VEHICLE,2026-06-23 00:01:30
56,veh27,11.48,50.98,0.0,HIGH,MODERATE,47.84,route_planning,4,105,78,EDGE,2026-06-23 00:01:30
56,veh28,12.68,29.68,0.0,HIGH,MODERATE,70.19,traffic_sign_recognition,8,42,39,EDGE,2026-06-23 00:01:30
56,veh29,11.41,5.1,0.0,HIGH,POOR,51.81,driver_behavior_analysis,2,144,119,EDGE,2026-06-23 00:01:30
56,veh7,11.13,484.81,0.0,HIGH,POOR,46.49,driver_behavior_analysis,5,129,84,EDGE,2026-06-23 00:01:30
56,veh8,10.36,464.42,0.0,HIGH,MODERATE,86.11,vehicle_diagnostics,4,147,112,EDGE,2026-06-23 00:01:30
56,veh9,10.94,443.94,0.0,HIGH,MODERATE,53.17,route_planning,4,93,71,EDGE,2026-06-23 00:01:30
57,veh10,11.45,430.42,0.0,HIGH,MODERATE,57.01,traffic_sign_recognition,7,51,36,EDGE,2026-06-23 00:01:30
57,veh11,11.63,409.24,0.0,HIGH,MODERATE,89.16,traffic_sign_recognition,6,39,28,EDGE,2026-06-23 00:01:30
57,veh12,11.27,387.82,0.0,HIGH,MODERATE,74.47,lane_detection,10,29,27,VEHICLE,2026-06-23 00:01:30
57,veh13,11.02,367.88,0.0,HIGH,POOR,89.51,vehicle_diagnostics,4,171,80,EDGE,2026-06-23 00:01:30
57,veh14,12.63,347.69,0.0,HIGH,POOR,76.34,driver_behavior_analysis,4,164,88,EDGE,2026-06-23 00:01:30
57,veh15,11.81,325.2,0.0,HIGH,POOR,86.97,lane_detection,9,22,34,VEHICLE,2026-06-23 00:01:30
57,veh16,9.76,304.99,0.0,HIGH,MODERATE,36.02,route_planning,5,84,43,EDGE,2026-06-23 00:01:30
57,veh17,11.84,284.73,0.0,HIGH,MODERATE,86.18,lane_detection,8,26,32,VEHICLE,2026-06-23 00:01:30
57,veh18,11.62,262.66,0.0,HIGH,POOR,76.09,driver_behavior_analysis,4,167,114,EDGE,2026-06-23 00:01:30
57,veh19,10.52,240.46,0.0,HIGH,MODERATE,85.52,vehicle_diagnostics,4,164,111,EDGE,2026-06-23 00:01:30
57,veh20,10.7,220.25,0.0,HIGH,MODERATE,59.28,obstacle_detection,8,21,23,VEHICLE,2026-06-23 00:01:30
57,veh21,10.08,200.39,0.0,HIGH,POOR,71.93,vehicle_diagnostics,3,115,102,EDGE,2026-06-23 00:01:30
57,veh22,11.38,180.8,0.0,HIGH,POOR,53.59,driver_behavior_analysis,4,128,99,EDGE,2026-06-23 00:01:30
57,veh23,12.47,158.97,0.0,HIGH,MODERATE,88.53,traffic_sign_recognition,6,34,42,EDGE,2026-06-23 00:01:30
57,veh24,11.23,132.54,0.0,HIGH,MODERATE,65.44,driver_behavior_analysis,3,144,120,EDGE,2026-06-23 00:01:30
57,veh25,10.97,102.24,0.0,HIGH,POOR,81.89,lane_detection,9,29,11,VEHICLE,2026-06-23 00:01:30
57,veh26,10.73,82.14,0.0,HIGH,MODERATE,39.83,obstacle_detection,8,30,26,VEHICLE,2026-06-23 00:01:30
57,veh27,10.82,61.79,0.0,HIGH,POOR,75.59,driver_behavior_analysis,5,200,106,EDGE,2026-06-23 00:01:30
57,veh28,11.79,41.46,0.0,HIGH,POOR,73.72,lane_detection,10,28,22,VEHICLE,2026-06-23 00:01:30
57,veh29,13.59,18.69,0.0,HIGH,MODERATE,53.66,traffic_sign_recognition,8,68,21,EDGE,2026-06-23 00:01:30
57,veh7,12.53,497.34,0.0,HIGH,POOR,78.51,obstacle_detection,9,22,11,VEHICLE,2026-06-23 00:01:30
57,veh8,10.7,475.13,0.0,HIGH,MODERATE,58.24,obstacle_detection,8,23,17,VEHICLE,2026-06-23 00:01:30
57,veh9,10.88,454.82,0.0,HIGH,POOR,73.47,lane_detection,9,16,33,VEHICLE,2026-06-23 00:01:30
58,veh10,11.72,442.14,0.0,HIGH,MODERATE,45.79,driver_behavior_analysis,2,102,91,EDGE,2026-06-23 00:01:30
58,veh11,11.64,420.88,0.0,HIGH,POOR,73.11,driver_behavior_analysis,3,148,54,EDGE,2026-06-23 00:01:30
58,veh12,11.42,399.24,0.0,HIGH,POOR,71.09,traffic_sign_recognition,6,64,42,EDGE,2026-06-23 00:01:30
58,veh13,10.75,378.63,0.0,HIGH,MODERATE,43.43,vehicle_diagnostics,4,127,68,EDGE,2026-06-23 00:01:30
58,veh14,10.38,358.07,0.0,HIGH,MODERATE,44.77,lane_detection,9,28,21,VEHICLE,2026-06-23 00:01:30
58,veh15,13.29,338.49,0.0,HIGH,MODERATE,45.48,lane_detection,10,18,15,VEHICLE,2026-06-23 00:01:30
58,veh16,11.21,316.2,0.0,HIGH,MODERATE,57.44,obstacle_detection,10,11,13,VEHICLE,2026-06-23 00:01:30
58,veh17,10.08,294.81,0.0,HIGH,POOR,90.76,vehicle_diagnostics,4,104,106,EDGE,2026-06-23 00:01:30
58,veh18,12.18,274.84,0.0,HIGH,MODERATE,43.27,route_planning,4,74,56,EDGE,2026-06-23 00:01:30
58,veh19,11.61,252.07,0.0,HIGH,MODERATE,74.27,vehicle_diagnostics,1,196,54,EDGE,2026-06-23 00:01:30
58,veh20,10.86,231.11,0.0,HIGH,POOR,35.62,traffic_sign_recognition,7,64,34,EDGE,2026-06-23 00:01:30
58,veh21,10.09,210.48,0.0,HIGH,POOR,64.15,route_planning,4,105,72,EDGE,2026-06-23 00:01:30
58,veh22,9.72,190.52,0.0,HIGH,MODERATE,62.57,vehicle_diagnostics,4,156,80,EDGE,2026-06-23 00:01:30
58,veh23,11.98,170.95,0.0,HIGH,POOR,62.12,driver_behavior_analysis,2,120,62,EDGE,2026-06-23 00:01:30
58,veh24,11.35,143.88,0.0,HIGH,MODERATE,85.77,driver_behavior_analysis,1,170,98,EDGE,2026-06-23 00:01:30
58,veh25,10.68,112.93,0.0,HIGH,POOR,78.15,lane_detection,9,21,28,VEHICLE,2026-06-23 00:01:30
58,veh26,10.5,92.63,0.0,HIGH,POOR,67.33,obstacle_detection,9,30,19,VEHICLE,2026-06-23 00:01:30
58,veh27,11.21,73.0,0.0,HIGH,MODERATE,35.42,route_planning,6,103,52,EDGE,2026-06-23 00:01:30
58,veh28,11.25,52.72,0.0,HIGH,POOR,46.89,obstacle_detection,8,27,10,VEHICLE,2026-06-23 00:01:30
58,veh29,12.73,31.43,0.0,HIGH,POOR,36.9,obstacle_detection,8,21,13,VEHICLE,2026-06-23 00:01:30
58,veh30,11.24,5.1,0.0,HIGH,POOR,71.67,driver_behavior_analysis,2,147,101,EDGE,2026-06-23 00:01:30
58,veh8,12.23,487.35,0.0,HIGH,POOR,58.54,vehicle_diagnostics,4,136,52,EDGE,2026-06-23 00:01:30
58,veh9,10.33,465.15,0.0,HIGH,POOR,86.6,vehicle_diagnostics,2,115,59,EDGE,2026-06-23 00:01:30
59,veh10,11.3,453.44,0.0,HIGH,POOR,83.65,obstacle_detection,8,18,23,VEHICLE,2026-06-23 00:01:30
59,veh11,11.34,432.21,0.0,HIGH,MODERATE,38.31,vehicle_diagnostics,4,190,88,EDGE,2026-06-23 00:01:30
59,veh12,12.4,411.64,0.0,HIGH,MODERATE,93.07,lane_detection,9,12,15,VEHICLE,2026-06-23 00:01:30
59,veh13,11.62,390.24,0.0,HIGH,POOR,60.57,traffic_sign_recognition,7,50,45,EDGE,2026-06-23 00:01:30
59,veh14,11.41,369.48,0.0,HIGH,POOR,54.01,lane_detection,8,23,24,VEHICLE,2026-06-23 00:01:30
59,veh15,10.81,349.3,0.0,HIGH,POOR,63.95,vehicle_diagnostics,1,111,63,EDGE,2026-06-23 00:01:30
59,veh16,11.87,328.07,0.0,HIGH,POOR,87.14,driver_behavior_analysis,3,176,117,EDGE,2026-06-23 00:01:30
59,veh17,11.44,306.25,0.0,HIGH,MODERATE,59.51,driver_behavior_analysis,5,108,90,EDGE,2026-06-23 00:01:30
59,veh18,9.91,284.75,0.0,HIGH,MODERATE,38.73,vehicle_diagnostics,2,154,67,EDGE,2026-06-23 00:01:30
59,veh19,11.99,264.06,0.0,HIGH,POOR,80.58,route_planning,6,106,40,EDGE,2026-06-23 00:01:30
59,veh20,10.98,242.09,0.0,HIGH,POOR,41.42,route_planning,5,102,67,EDGE,2026-06-23 00:01:30
59,veh21,10.61,221.09,0.0,HIGH,POOR,61.23,vehicle_diagnostics,1,110,50,EDGE,2026-06-23 00:01:30
59,veh22,10.88,201.4,0.0,HIGH,MODERATE,91.48,driver_behavior_analysis,4,193,78,EDGE,2026-06-23 00:01:30
59,veh23,10.26,181.22,0.0,HIGH,MODERATE,51.51,driver_behavior_analysis,1,115,108,EDGE,2026-06-23 00:01:30
59,veh24,11.78,155.66,0.0,HIGH,POOR,73.36,vehicle_diagnostics,2,138,50,EDGE,2026-06-23 00:01:30
59,veh25,11.04,123.97,0.0,HIGH,POOR,78.35,obstacle_detection,8,16,28,VEHICLE,2026-06-23 00:01:30
59,veh26,11.38,104.01,0.0,HIGH,MODERATE,66.64,obstacle_detection,9,24,12,VEHICLE,2026-06-23 00:01:30
59,veh27,10.43,83.43,0.0,HIGH,POOR,81.22,traffic_sign_recognition,7,55,31,EDGE,2026-06-23 00:01:30
59,veh28,10.85,63.56,0.0,HIGH,MODERATE,69.51,vehicle_diagnostics,3,181,100,EDGE,2026-06-23 00:01:30
59,veh29,10.98,42.41,0.0,HIGH,POOR,51.23,route_planning,5,100,72,EDGE,2026-06-23 00:01:30
59,veh30,12.35,17.45,0.0,HIGH,MODERATE,75.52,lane_detection,10,21,22,VEHICLE,2026-06-23 00:01:30
59,veh8,11.55,498.9,0.0,HIGH,MODERATE,88.87,lane_detection,9,19,26,VEHICLE,2026-06-23 00:01:30
59,veh9,12.48,477.63,0.0,HIGH,POOR,37.7,obstacle_detection,10,25,35,VEHICLE,2026-06-23 00:01:30
60,veh10,11.39,464.84,0.0,HIGH,POOR,72.29,obstacle_detection,8,29,13,VEHICLE,2026-06-23 00:01:30
60,veh11,11.34,443.55,0.0,HIGH,POOR,40.68,lane_detection,9,15,11,VEHICLE,2026-06-23 00:01:30
60,veh12,10.95,422.58,0.0,HIGH,POOR,90.3,obstacle_detection,9,14,11,VEHICLE,2026-06-23 00:01:30
60,veh13,12.73,402.97,0.0,HIGH,POOR,67.23,driver_behavior_analysis,2,107,94,EDGE,2026-06-23 00:01:30
60,veh14,11.08,380.56,0.0,HIGH,MODERATE,82.35,obstacle_detection,8,27,24,VEHICLE,2026-06-23 00:01:30
60,veh15,11.54,360.83,0.0,HIGH,MODERATE,70.33,driver_behavior_analysis,5,121,79,EDGE,2026-06-23 00:01:30
60,veh16,11.67,339.74,0.0,HIGH,POOR,40.38,obstacle_detection,9,27,32,VEHICLE,2026-06-23 00:01:30
60,veh17,10.94,317.18,0.0,HIGH,MODERATE,66.72,obstacle_detection,8,10,27,VEHICLE,2026-06-23 00:01:30
60,veh18,11.9,296.65,0.0,HIGH,MODERATE,38.81,route_planning,6,116,78,EDGE,2026-06-23 00:01:30
60,veh19,10.23,274.28,0.0,HIGH,POOR,43.32,vehicle_diagnostics,5,178,84,EDGE,2026-06-23 00:01:30
60,veh20,11.8,253.89,0.0,HIGH,POOR,41.59,obstacle_detection,9,30,28,VEHICLE,2026-06-23 00:01:30
60,veh21,11.81,232.9,0.0,HIGH,POOR,62.84,obstacle_detection,8,11,25,VEHICLE,2026-06-23 00:01:30
60,veh22,10.9,212.3,0.0,HIGH,POOR,39.59,route_planning,5,113,83,EDGE,2026-06-23 00:01:30
