vehicle_cpu,battery,vehicle_speed,traffic_density,edge_delay,edge_bandwidth,cloud_delay,cloud_bandwidth,task_latency,task_priority,task_size,decision
89,14,2,44,39,35,158,119,300,1,5,EDGE
42,67,64,71,24,97,176,63,150,2,10,EDGE
48,56,56,93,11,47,63,147,300,1,5,CLOUD
41,55,100,85,50,51,95,50,50,2,15,CLOUD
91,87,79,58,8,62,107,193,300,1,5,CLOUD
50,81,97,100,13,51,93,169,10,3,20,VEHICLE
70,20,0,74,6,36,92,60,15,3,25,VEHICLE
57,17,99,55,46,95,141,50,150,2,10,EDGE
58,86,17,21,43,48,135,51,10,3,20,VEHICLE
74,75,5,4,6,52,77,180,15,3,25,VEHICLE
42,69,120,53,33,95,144,110,150,2,10,EDGE
91,12,57,62,35,74,156,140,15,3,25,VEHICLE
86,41,110,16,21,47,173,194,50,2,15,EDGE
55,55,120,50,22,70,134,84,150,2,10,EDGE
49,20,32,90,5,43,148,76,300,1,5,CLOUD
83,86,113,43,30,54,129,124,50,2,15,EDGE
65,27,84,90,44,38,137,196,150,2,10,EDGE
92,38,15,31,37,83,114,141,150,2,10,EDGE
49,78,67,95,38,67,107,162,300,1,5,CLOUD
94,88,75,45,40,89,84,117,15,3,25,VEHICLE
50,39,0,63,19,53,88,61,10,3,20,VEHICLE
71,84,41,76,6,59,104,60,10,3,20,VEHICLE
74,98,84,66,14,24,175,165,15,3,25,VEHICLE
61,25,53,47,46,76,97,99,50,2,15,CLOUD
79,16,93,14,6,37,74,97,15,3,25,EDGE
73,93,62,52,15,35,146,194,15,3,25,VEHICLE
53,74,28,93,23,58,175,86,15,3,25,VEHICLE
46,41,47,14,27,71,157,68,15,3,25,VEHICLE
67,31,65,64,39,50,112,160,15,3,25,VEHICLE
85,22,113,8,6,80,113,179,300,1,5,CLOUD
62,34,54,59,47,88,137,85,50,2,15,EDGE
80,30,79,99,44,81,99,84,15,3,25,VEHICLE
76,92,47,84,17,70,82,73,150,2,10,EDGE
73,99,55,8,46,61,124,139,10,3,20,VEHICLE
67,36,70,58,12,31,118,175,300,1,5,CLOUD
73,88,56,8,17,43,67,192,10,3,20,VEHICLE
48,37,25,100,24,53,98,56,300,1,5,CLOUD
76,29,17,55,41,62,179,78,50,2,15,EDGE
46,90,120,43,13,95,64,147,15,3,25,VEHICLE
56,73,31,13,19,24,120,69,150,2,10,EDGE
60,98,56,13,9,29,120,148,300,1,5,CLOUD
63,45,14,82,28,69,88,163,10,3,20,VEHICLE
49,83,39,71,36,87,123,111,15,3,25,VEHICLE
51,68,60,37,39,20,73,80,50,2,15,EDGE
86,73,22,82,37,97,151,182,300,1,5,EDGE
65,68,72,92,28,32,113,102,15,3,25,VEHICLE
85,36,101,23,43,50,79,168,300,1,5,CLOUD
73,56,99,81,16,27,159,55,150,2,10,EDGE
92,87,113,38,17,24,165,158,150,2,10,EDGE
56,85,80,67,38,46,171,171,50,2,15,EDGE
79,19,34,71,40,33,178,96,10,3,20,VEHICLE
81,24,4,78,22,68,173,92,15,3,25,VEHICLE
45,26,37,73,20,78,141,98,300,1,5,CLOUD
83,61,26,30,28,37,109,116,300,1,5,CLOUD
45,93,108,85,11,55,108,84,10,3,20,VEHICLE
57,64,83,67,11,39,161,101,10,3,20,VEHICLE
91,12,13,76,49,65,104,95,15,3,25,VEHICLE
58,75,61,15,36,75,89,73,15,3,25,VEHICLE
75,42,86,10,5,72,177,80,50,2,15,EDGE
49,60,64,99,13,86,60,54,300,1,5,CLOUD
82,83,1,38,36,79,140,57,300,1,5,CLOUD
46,42,118,32,28,41,101,142,300,1,5,CLOUD
73,20,3,89,6,46,138,125,150,2,10,EDGE
43,23,46,100,22,91,100,106,15,3,25,VEHICLE
55,74,86,60,42,67,115,185,150,2,10,EDGE
86,26,45,74,35,44,76,146,300,1,5,CLOUD
92,87,100,8,22,67,107,144,150,2,10,EDGE
82,84,2,98,40,90,138,200,150,2,10,EDGE
63,95,71,23,36,30,166,122,15,3,25,VEHICLE
52,10,103,24,30,84,161,194,15,3,25,VEHICLE
81,58,106,44,47,71,60,142,50,2,15,CLOUD
84,49,56,79,37,53,71,99,300,1,5,CLOUD
93,61,100,49,39,90,100,78,300,1,5,CLOUD
86,96,92,88,41,84,180,65,15,3,25,VEHICLE
58,69,48,20,20,26,146,135,50,2,15,EDGE
82,30,74,1,18,29,180,159,300,1,5,EDGE
45,60,68,57,12,80,130,196,15,3,25,VEHICLE
92,61,61,21,50,71,162,82,50,2,15,EDGE
50,23,29,19,12,57,119,132,15,3,25,VEHICLE
56,83,120,74,8,32,162,130,50,2,15,EDGE
61,46,108,67,7,82,152,149,300,1,5,EDGE
52,27,63,90,30,84,137,180,150,2,10,EDGE
85,30,103,74,45,42,75,107,300,1,5,CLOUD
45,68,64,56,42,35,92,176,50,2,15,EDGE
77,66,77,78,28,55,114,198,15,3,25,VEHICLE
89,59,31,43,13,20,139,95,150,2,10,EDGE
67,87,81,89,40,34,143,120,150,2,10,EDGE
52,62,21,87,6,44,162,81,50,2,15,EDGE
82,31,85,77,10,90,85,198,300,1,5,CLOUD
81,49,14,63,9,60,109,165,10,3,20,VEHICLE
66,73,73,25,28,83,94,187,10,3,20,VEHICLE
56,55,28,52,16,28,139,88,300,1,5,CLOUD
69,63,73,3,9,76,86,113,10,3,20,VEHICLE
73,63,71,89,43,59,179,176,300,1,5,EDGE
59,70,83,52,29,45,179,60,300,1,5,EDGE
80,37,33,9,13,88,157,61,50,2,15,EDGE
51,89,98,92,43,30,82,117,15,3,25,VEHICLE
46,59,110,26,44,23,112,172,150,2,10,EDGE
69,17,60,70,49,71,65,79,10,3,20,VEHICLE
57,56,114,35,49,100,100,164,50,2,15,VEHICLE
41,84,0,24,31,61,143,141,300,1,5,CLOUD
88,82,107,42,30,69,94,67,15,3,25,VEHICLE
55,21,86,20,22,21,98,103,15,3,25,VEHICLE
42,47,83,69,16,27,65,161,50,2,15,EDGE
66,37,82,57,45,34,168,149,50,2,15,EDGE
94,53,12,70,8,62,124,70,300,1,5,CLOUD
84,53,50,100,6,55,129,128,10,3,20,VEHICLE
58,64,112,79,44,49,170,197,15,3,25,VEHICLE
43,18,34,58,43,99,162,113,150,2,10,EDGE
49,62,21,2,11,80,62,107,15,3,25,VEHICLE
80,82,35,27,17,92,117,52,300,1,5,CLOUD
57,53,74,66,49,40,76,147,150,2,10,CLOUD
84,45,72,20,39,35,67,81,10,3,20,VEHICLE
50,30,117,25,38,47,119,138,300,1,5,CLOUD
94,10,105,17,43,100,131,62,15,3,25,VEHICLE
78,69,46,28,42,22,131,133,300,1,5,CLOUD
54,15,13,45,30,44,115,192,300,1,5,CLOUD
75,98,80,91,9,25,120,64,50,2,15,EDGE
43,100,9,3,11,52,85,91,10,3,20,VEHICLE
48,51,15,66,32,97,168,62,15,3,25,VEHICLE
54,42,12,60,5,95,179,155,10,3,20,VEHICLE
65,30,89,83,7,51,156,124,150,2,10,EDGE
51,56,112,64,10,74,159,126,10,3,20,VEHICLE
66,88,10,41,47,79,140,52,15,3,25,VEHICLE
51,26,105,3,6,36,161,69,150,2,10,EDGE
86,69,73,28,15,55,173,60,15,3,25,EDGE
66,13,81,12,46,41,119,151,15,3,25,VEHICLE
78,36,95,62,34,60,167,175,300,1,5,EDGE
88,11,56,43,25,92,145,77,150,2,10,EDGE
48,40,91,49,15,91,106,63,10,3,20,VEHICLE
62,64,69,80,26,68,174,110,15,3,25,VEHICLE
83,48,93,75,36,92,175,155,10,3,20,VEHICLE
80,13,12,65,22,63,65,97,15,3,25,EDGE
89,79,29,35,11,87,138,85,50,2,15,EDGE
64,82,54,42,34,99,148,63,10,3,20,VEHICLE
91,84,71,43,44,84,104,54,15,3,25,VEHICLE
63,24,111,68,24,89,151,176,300,1,5,EDGE
50,59,35,94,40,77,160,99,10,3,20,VEHICLE
47,52,103,9,13,95,166,72,15,3,25,VEHICLE
43,95,20,99,7,43,123,68,50,2,15,EDGE
50,47,21,95,27,32,131,187,10,3,20,VEHICLE
67,42,4,98,8,49,69,115,10,3,20,VEHICLE
66,22,97,11,12,26,175,141,300,1,5,EDGE
51,28,104,8,9,50,103,106,10,3,20,VEHICLE
77,22,85,40,35,88,109,56,150,2,10,EDGE
88,98,37,95,13,41,136,102,300,1,5,CLOUD
40,34,9,97,27,47,170,129,50,2,15,EDGE
49,53,17,90,49,28,124,127,10,3,20,VEHICLE
46,65,4,33,27,66,107,166,15,3,25,VEHICLE
67,77,58,88,10,59,131,143,50,2,15,EDGE
89,44,51,44,8,79,83,140,50,2,15,EDGE
76,60,35,50,41,77,161,70,10,3,20,VEHICLE
93,88,103,97,20,25,155,177,300,1,5,EDGE
52,59,44,91,30,77,90,92,10,3,20,VEHICLE
90,98,120,46,29,47,104,132,10,3,20,VEHICLE
68,37,32,7,49,24,107,136,150,2,10,CLOUD
59,64,24,21,38,64,70,169,50,2,15,EDGE
44,38,107,25,28,75,173,105,15,3,25,VEHICLE
51,37,90,38,44,100,79,127,10,3,20,VEHICLE
45,16,26,45,9,87,122,97,150,2,10,EDGE
76,59,93,16,27,66,151,153,150,2,10,EDGE
95,17,65,89,31,58,105,114,10,3,20,VEHICLE
48,98,30,54,15,62,132,97,10,3,20,VEHICLE
66,38,46,23,50,36,134,57,150,2,10,EDGE
71,68,73,70,43,73,146,162,300,1,5,CLOUD
44,48,44,29,31,55,98,56,300,1,5,CLOUD
79,20,26,96,43,98,165,74,50,2,15,EDGE
69,13,98,58,26,66,113,99,50,2,15,EDGE
63,67,41,65,35,64,125,51,300,1,5,CLOUD
56,53,102,75,14,23,133,163,150,2,10,EDGE
68,79,10,58,28,93,98,87,10,3,20,VEHICLE
43,45,67,51,34,39,88,122,150,2,10,EDGE
62,34,51,89,44,40,77,106,150,2,10,EDGE
74,89,71,35,10,31,86,181,300,1,5,CLOUD
60,18,100,75,22,33,125,111,300,1,5,CLOUD
65,90,24,67,24,86,104,167,150,2,10,EDGE
94,67,68,68,21,80,167,60,300,1,5,EDGE
88,41,51,70,28,74,64,111,300,1,5,CLOUD
65,48,24,73,21,41,149,149,150,2,10,EDGE
81,95,32,32,17,68,79,129,10,3,20,VEHICLE
95,10,96,93,38,52,130,94,150,2,10,EDGE
53,67,85,56,50,83,138,93,50,2,15,VEHICLE
78,86,69,85,42,84,74,125,300,1,5,CLOUD
46,57,57,45,43,21,64,67,50,2,15,EDGE
86,73,52,75,23,69,117,120,150,2,10,EDGE
57,10,64,44,12,28,132,149,15,3,25,EDGE
49,63,89,13,40,63,83,77,50,2,15,EDGE
77,61,41,20,37,38,122,100,15,3,25,VEHICLE
44,72,37,40,41,99,146,69,10,3,20,VEHICLE
49,56,95,67,39,94,93,194,15,3,25,VEHICLE
80,89,99,83,36,60,69,142,150,2,10,EDGE
74,12,25,65,15,62,109,129,300,1,5,CLOUD
54,16,9,99,14,80,102,83,10,3,20,EDGE
70,73,111,84,38,91,101,157,300,1,5,CLOUD
64,47,42,52,20,81,163,194,10,3,20,VEHICLE
48,97,80,81,35,49,72,149,10,3,20,VEHICLE
52,24,76,6,12,74,83,125,10,3,20,VEHICLE
80,42,47,61,40,65,163,79,150,2,10,EDGE
90,36,47,55,8,63,148,152,15,3,25,EDGE
41,53,7,52,22,73,160,156,300,1,5,EDGE
80,19,96,89,31,43,135,139,300,1,5,CLOUD
74,77,96,7,14,30,179,178,300,1,5,EDGE
82,74,33,27,17,44,75,104,300,1,5,CLOUD
72,46,77,36,33,71,97,61,150,2,10,EDGE
48,54,71,35,18,35,144,105,10,3,20,VEHICLE
45,30,42,80,35,98,92,65,10,3,20,VEHICLE
95,14,117,80,13,80,76,59,300,1,5,CLOUD
59,40,100,89,24,50,96,155,150,2,10,EDGE
52,46,65,36,18,64,110,129,15,3,25,VEHICLE
81,57,32,35,6,44,68,158,15,3,25,VEHICLE
64,88,63,29,25,57,62,83,300,1,5,CLOUD
86,41,12,60,19,55,162,61,150,2,10,EDGE
87,22,82,35,8,58,177,181,300,1,5,EDGE
90,59,70,60,21,24,148,186,300,1,5,CLOUD
91,21,102,55,21,65,155,155,15,3,25,EDGE
90,45,45,65,10,65,125,144,50,2,15,EDGE
67,90,78,82,38,41,85,131,150,2,10,EDGE
73,75,42,14,30,65,74,51,50,2,15,EDGE
50,41,39,94,16,58,88,162,15,3,25,VEHICLE
52,81,62,25,38,78,156,99,150,2,10,EDGE
45,30,100,38,17,36,124,127,10,3,20,VEHICLE
65,94,110,66,10,44,84,91,15,3,25,VEHICLE
78,91,79,10,39,72,92,134,300,1,5,CLOUD
67,69,80,12,13,53,68,165,15,3,25,VEHICLE
80,27,13,9,49,38,83,102,150,2,10,CLOUD
79,30,30,80,11,64,102,187,10,3,20,VEHICLE
76,56,85,91,32,60,160,79,15,3,25,VEHICLE
76,31,2,58,40,43,130,174,15,3,25,VEHICLE
46,82,114,35,45,31,92,162,50,2,15,EDGE
85,13,73,10,6,93,137,190,15,3,25,EDGE
44,75,90,30,21,65,134,104,15,3,25,VEHICLE
74,57,28,90,24,58,178,185,300,1,5,EDGE
48,49,67,56,37,90,81,137,15,3,25,VEHICLE
76,25,65,63,26,63,131,161,50,2,15,EDGE
48,100,83,47,19,39,68,90,15,3,25,VEHICLE
67,86,16,74,50,32,87,90,15,3,25,VEHICLE
94,72,85,65,22,97,169,105,10,3,20,EDGE
83,17,56,41,40,66,149,71,300,1,5,CLOUD
41,33,105,78,15,94,71,93,150,2,10,EDGE
83,29,24,27,43,44,62,86,10,3,20,VEHICLE
71,81,99,2,18,22,66,150,50,2,15,EDGE
66,62,23,30,8,53,149,65,300,1,5,CLOUD
75,50,40,2,23,38,69,126,150,2,10,EDGE
71,99,111,100,28,25,90,183,300,1,5,CLOUD
61,82,53,72,34,48,161,184,50,2,15,EDGE
77,57,30,55,11,40,94,150,50,2,15,EDGE
83,85,78,5,11,49,94,53,150,2,10,EDGE
46,59,87,65,26,48,108,94,150,2,10,EDGE
60,66,28,17,47,37,152,148,15,3,25,VEHICLE
72,35,48,86,50,24,152,160,15,3,25,VEHICLE
61,25,83,85,41,75,105,68,10,3,20,VEHICLE
45,19,49,68,25,74,179,79,50,2,15,EDGE
44,22,77,75,34,72,115,116,300,1,5,CLOUD
83,95,99,81,41,92,141,54,50,2,15,EDGE
82,63,66,15,6,24,117,123,150,2,10,EDGE
52,58,13,8,26,65,63,178,300,1,5,CLOUD
93,29,87,13,21,45,170,189,300,1,5,EDGE
45,46,82,39,29,77,70,70,15,3,25,VEHICLE
72,36,100,10,39,85,86,172,150,2,10,EDGE
55,60,96,39,27,26,117,123,300,1,5,CLOUD
89,25,104,34,16,50,101,108,50,2,15,EDGE
76,55,12,74,49,53,143,105,15,3,25,VEHICLE
75,63,82,66,19,74,130,67,300,1,5,CLOUD
88,64,117,35,23,21,119,129,15,3,25,VEHICLE
69,17,80,21,36,42,172,139,15,3,25,VEHICLE
57,32,31,98,5,69,118,86,50,2,15,EDGE
55,38,16,4,37,40,129,169,50,2,15,EDGE
87,60,86,92,35,20,96,146,300,1,5,CLOUD
46,73,20,32,15,57,165,188,150,2,10,EDGE
52,37,43,44,26,72,72,97,50,2,15,EDGE
69,19,40,64,12,41,107,183,15,3,25,EDGE
84,100,39,32,37,64,166,101,150,2,10,EDGE
87,86,30,72,12,90,142,176,300,1,5,CLOUD
66,69,5,15,10,36,145,164,15,3,25,VEHICLE
87,92,36,90,34,41,156,159,15,3,25,VEHICLE
43,45,3,57,28,77,163,90,150,2,10,EDGE
85,97,16,98,49,70,117,116,15,3,25,VEHICLE
74,39,69,56,39,38,144,70,50,2,15,EDGE
91,77,11,22,32,61,128,112,10,3,20,VEHICLE
80,56,39,18,38,32,105,154,50,2,15,EDGE
60,48,40,23,10,62,87,54,300,1,5,CLOUD
84,57,102,89,7,85,90,143,150,2,10,EDGE
74,35,99,64,5,95,69,88,50,2,15,EDGE
73,92,6,76,17,22,61,109,300,1,5,CLOUD
70,60,12,98,49,62,94,127,10,3,20,VEHICLE
56,52,78,86,36,34,168,87,50,2,15,EDGE
95,37,39,94,7,66,167,108,10,3,20,EDGE
50,29,8,97,32,63,174,96,50,2,15,EDGE
42,84,6,72,30,97,143,65,150,2,10,EDGE
83,68,63,22,43,33,165,59,10,3,20,VEHICLE
62,63,81,49,18,46,172,106,50,2,15,EDGE
52,92,105,6,5,69,149,127,150,2,10,EDGE
81,49,18,100,16,34,112,180,10,3,20,VEHICLE
57,100,102,43,44,97,148,193,300,1,5,CLOUD
59,63,111,12,41,32,159,101,15,3,25,VEHICLE
41,19,86,66,7,84,103,149,300,1,5,CLOUD
49,91,36,3,42,82,137,173,15,3,25,VEHICLE
73,26,1,73,24,78,159,119,10,3,20,VEHICLE
71,32,3,100,34,49,127,112,300,1,5,CLOUD
92,81,26,9,47,35,132,94,10,3,20,VEHICLE
53,63,62,35,10,59,92,192,150,2,10,EDGE
83,100,59,20,7,47,160,199,300,1,5,EDGE
81,20,41,59,10,20,68,123,15,3,25,VEHICLE
70,79,27,31,37,20,157,123,50,2,15,EDGE
50,69,104,16,12,30,80,124,50,2,15,EDGE
88,77,44,54,18,36,137,136,150,2,10,EDGE
67,90,93,97,48,89,105,135,300,1,5,CLOUD
43,49,74,50,29,47,110,149,15,3,25,VEHICLE
92,90,79,87,43,97,64,64,300,1,5,CLOUD
71,16,17,66,50,50,121,79,15,3,25,VEHICLE
75,33,50,59,26,21,121,125,50,2,15,EDGE
95,89,4,58,12,23,84,169,150,2,10,EDGE
83,85,37,31,15,94,73,96,15,3,25,VEHICLE
90,55,44,94,32,43,125,95,50,2,15,EDGE
85,73,48,8,50,90,166,156,50,2,15,EDGE
59,68,109,20,31,89,72,82,15,3,25,VEHICLE
69,94,10,64,44,35,116,111,300,1,5,CLOUD
87,48,51,37,47,54,81,72,10,3,20,VEHICLE
60,13,15,65,29,76,77,157,150,2,10,EDGE
67,84,30,25,30,60,84,80,10,3,20,VEHICLE
55,38,83,98,14,52,108,136,10,3,20,VEHICLE
72,82,105,52,34,85,108,96,10,3,20,VEHICLE
80,40,93,52,32,21,100,130,150,2,10,EDGE
94,84,57,82,27,23,146,176,150,2,10,EDGE
78,49,32,1,10,99,107,58,15,3,25,VEHICLE
76,36,48,53,30,96,166,200,50,2,15,EDGE
93,85,30,62,47,80,176,59,50,2,15,EDGE
79,54,81,37,37,58,173,197,15,3,25,VEHICLE
45,70,47,86,6,36,112,163,150,2,10,EDGE
64,29,7,18,13,41,131,118,300,1,5,CLOUD
40,30,31,90,13,98,167,190,15,3,25,VEHICLE
76,32,24,12,26,93,158,101,10,3,20,VEHICLE
78,75,53,51,49,79,64,84,300,1,5,CLOUD
58,54,38,96,46,96,112,136,150,2,10,CLOUD
94,45,54,3,34,50,100,162,10,3,20,VEHICLE
64,96,18,7,13,76,174,127,150,2,10,EDGE
41,87,32,86,22,75,123,70,50,2,15,EDGE
58,51,52,2,8,23,68,117,300,1,5,CLOUD
92,88,7,40,32,69,134,195,10,3,20,VEHICLE
50,50,91,35,47,32,96,154,50,2,15,VEHICLE
69,37,98,89,32,64,60,54,50,2,15,EDGE
44,17,42,59,35,83,93,126,300,1,5,CLOUD
86,48,70,30,8,82,73,177,300,1,5,CLOUD
48,60,80,33,49,28,87,153,50,2,15,VEHICLE
40,23,115,4,27,98,74,90,150,2,10,EDGE
52,74,1,72,33,94,128,133,10,3,20,VEHICLE
81,62,28,41,35,74,156,152,150,2,10,EDGE
92,59,83,68,42,90,150,157,150,2,10,EDGE
57,61,17,27,19,30,93,54,10,3,20,VEHICLE
82,20,58,32,18,98,133,151,150,2,10,EDGE
66,69,113,83,37,39,83,160,50,2,15,EDGE
60,85,70,80,43,32,176,131,300,1,5,EDGE
50,47,110,38,31,37,165,75,50,2,15,EDGE
88,67,29,88,5,92,133,183,10,3,20,EDGE
42,63,4,7,50,96,150,116,10,3,20,VEHICLE
40,50,8,12,35,56,117,130,50,2,15,EDGE
49,32,14,21,17,24,99,174,15,3,25,VEHICLE
73,33,43,100,32,21,118,130,10,3,20,VEHICLE
48,28,84,26,50,97,142,126,50,2,15,EDGE
56,19,79,93,13,46,100,52,300,1,5,CLOUD
65,97,39,12,33,58,173,147,300,1,5,EDGE
94,71,79,39,38,90,100,73,50,2,15,EDGE
49,35,33,31,8,43,153,109,300,1,5,EDGE
92,100,61,6,48,61,142,158,10,3,20,VEHICLE
53,13,29,40,22,44,147,145,15,3,25,VEHICLE
51,41,106,80,37,35,135,80,50,2,15,EDGE
49,42,43,97,23,87,124,73,50,2,15,EDGE
66,37,79,44,43,23,140,88,10,3,20,VEHICLE
65,54,92,73,15,97,170,135,150,2,10,EDGE
73,88,41,15,50,73,123,81,300,1,5,CLOUD
48,93,19,77,41,54,123,81,15,3,25,VEHICLE
42,45,91,78,42,97,73,106,300,1,5,CLOUD
53,51,114,8,11,27,75,125,150,2,10,EDGE
42,90,52,35,26,28,121,88,150,2,10,EDGE
52,19,17,43,32,99,67,104,50,2,15,EDGE
50,45,30,21,49,94,99,105,50,2,15,VEHICLE
94,16,43,10,35,24,83,66,50,2,15,EDGE
73,50,37,64,8,41,70,200,15,3,25,VEHICLE
41,89,33,74,44,61,149,144,150,2,10,EDGE
64,90,120,5,18,45,115,143,10,3,20,VEHICLE
69,17,8,48,15,94,88,95,15,3,25,EDGE
70,94,81,21,45,48,63,155,50,2,15,EDGE
46,57,29,96,26,85,69,173,15,3,25,VEHICLE
95,41,68,70,49,76,85,124,15,3,25,VEHICLE
54,28,39,100,46,38,173,116,10,3,20,VEHICLE
84,22,27,94,24,70,180,79,300,1,5,EDGE
93,98,9,57,8,67,117,70,15,3,25,EDGE
86,71,86,20,47,67,71,184,10,3,20,VEHICLE
61,91,62,7,32,40,178,200,300,1,5,EDGE
40,70,29,87,35,21,90,161,15,3,25,VEHICLE
45,41,8,80,23,59,167,65,15,3,25,VEHICLE
60,57,50,49,6,81,75,99,150,2,10,EDGE
80,55,115,27,10,75,74,164,300,1,5,CLOUD
77,72,14,50,48,78,110,121,10,3,20,VEHICLE
49,14,31,30,12,49,100,118,15,3,25,EDGE
47,95,25,20,18,50,152,142,300,1,5,EDGE
88,98,89,18,19,80,113,193,300,1,5,CLOUD
92,35,81,31,37,38,134,184,50,2,15,EDGE
90,41,20,30,28,78,127,177,150,2,10,EDGE
50,37,74,33,31,81,131,168,150,2,10,EDGE
80,81,54,96,48,73,101,64,15,3,25,VEHICLE
80,18,57,53,13,27,176,185,15,3,25,EDGE
50,47,51,36,6,26,176,195,10,3,20,VEHICLE
61,61,103,81,22,53,68,189,150,2,10,EDGE
40,39,97,85,29,54,106,159,15,3,25,VEHICLE
84,15,114,26,19,36,104,69,50,2,15,EDGE
46,15,102,50,36,88,141,181,150,2,10,EDGE
60,21,99,65,22,32,165,74,150,2,10,EDGE
47,69,71,90,25,28,62,165,150,2,10,EDGE
81,68,64,34,23,87,113,142,10,3,20,VEHICLE
81,17,98,64,24,25,91,54,10,3,20,EDGE
48,95,107,30,27,70,126,154,50,2,15,EDGE
82,29,99,32,20,31,158,105,50,2,15,EDGE
55,45,40,34,6,52,135,103,15,3,25,VEHICLE
41,31,90,71,40,86,162,57,300,1,5,EDGE
72,77,12,27,23,35,66,70,150,2,10,EDGE
46,27,55,94,29,41,128,76,300,1,5,CLOUD
72,21,88,96,34,49,69,193,300,1,5,CLOUD
46,19,79,59,5,32,170,155,300,1,5,EDGE
43,72,67,8,48,47,134,148,10,3,20,VEHICLE
83,59,74,79,8,63,114,171,300,1,5,CLOUD
62,16,113,21,50,45,126,73,15,3,25,VEHICLE
53,59,50,62,25,37,96,194,10,3,20,VEHICLE
91,53,14,53,44,39,126,184,150,2,10,EDGE
51,60,55,57,29,90,88,145,300,1,5,CLOUD
75,89,13,28,26,100,174,178,10,3,20,VEHICLE
57,91,115,85,7,64,160,143,10,3,20,VEHICLE
77,41,98,83,27,60,112,115,15,3,25,VEHICLE
86,10,94,28,31,47,177,109,15,3,25,VEHICLE
74,84,54,19,17,36,161,77,15,3,25,VEHICLE
79,20,82,87,50,89,83,119,10,3,20,VEHICLE
54,31,3,70,39,68,69,131,300,1,5,CLOUD
85,25,78,15,43,29,148,160,10,3,20,VEHICLE
61,56,0,52,27,26,178,141,15,3,25,VEHICLE
64,43,75,23,31,98,84,69,15,3,25,VEHICLE
63,12,53,52,22,98,83,149,10,3,20,EDGE
40,35,17,54,47,91,160,60,150,2,10,EDGE
91,82,101,5,49,59,157,133,10,3,20,VEHICLE
42,69,116,87,20,44,95,100,150,2,10,EDGE
42,57,47,58,30,62,154,129,150,2,10,EDGE
48,50,81,67,17,60,88,183,150,2,10,EDGE
81,30,102,16,15,47,124,82,15,3,25,VEHICLE
42,45,116,39,48,64,139,169,10,3,20,VEHICLE
95,95,60,5,46,40,109,123,300,1,5,CLOUD
89,38,63,65,36,72,180,196,150,2,10,EDGE
56,20,97,8,18,96,98,64,50,2,15,EDGE
82,72,36,68,21,44,135,108,150,2,10,EDGE
64,67,2,96,18,97,148,193,150,2,10,EDGE
61,73,66,3,29,81,155,97,50,2,15,EDGE
89,99,98,87,14,62,163,75,150,2,10,EDGE
68,23,27,70,15,63,152,133,50,2,15,EDGE
55,17,53,43,29,39,161,50,300,1,5,EDGE
47,72,104,22,17,36,83,96,10,3,20,VEHICLE
43,13,81,6,24,97,86,151,150,2,10,EDGE
56,24,105,32,36,34,80,166,300,1,5,CLOUD
60,85,55,59,41,52,96,85,50,2,15,EDGE
67,19,39,44,49,78,119,153,150,2,10,CLOUD
91,62,86,99,39,84,76,156,15,3,25,VEHICLE
52,43,119,15,37,57,112,132,15,3,25,VEHICLE
77,100,47,43,39,74,139,85,10,3,20,VEHICLE
58,43,101,52,24,71,78,191,50,2,15,EDGE
63,43,60,62,50,72,84,158,300,1,5,CLOUD
59,57,72,90,25,56,86,159,50,2,15,EDGE
54,19,73,71,37,77,89,140,300,1,5,CLOUD
43,28,77,3,15,41,61,54,50,2,15,EDGE
81,30,15,18,45,76,166,134,10,3,20,VEHICLE
76,81,40,96,30,88,97,59,300,1,5,CLOUD
63,24,115,37,6,20,103,140,10,3,20,VEHICLE
81,43,12,21,12,52,98,62,150,2,10,EDGE
63,56,57,29,34,74,130,162,15,3,25,VEHICLE
74,52,86,26,22,49,168,195,15,3,25,VEHICLE
77,77,41,42,11,73,132,64,150,2,10,EDGE
62,59,106,75,24,65,152,75,50,2,15,EDGE
78,10,83,53,22,79,82,146,150,2,10,EDGE
79,37,26,45,31,74,168,89,50,2,15,EDGE
66,18,94,87,21,86,120,198,300,1,5,CLOUD
95,47,17,90,47,25,76,111,150,2,10,CLOUD
64,54,84,51,21,59,95,122,150,2,10,EDGE
71,59,24,88,17,23,89,98,10,3,20,VEHICLE
48,16,68,56,42,73,161,115,300,1,5,EDGE
91,88,22,81,39,27,86,109,15,3,25,VEHICLE
77,58,109,95,6,89,172,74,50,2,15,EDGE
91,58,83,90,17,37,75,184,150,2,10,EDGE
62,72,77,26,11,81,120,141,50,2,15,EDGE
71,71,46,74,8,59,69,50,150,2,10,EDGE
74,63,63,71,13,60,71,96,300,1,5,CLOUD
49,23,19,30,7,60,83,197,15,3,25,VEHICLE
81,30,87,92,36,65,141,80,300,1,5,CLOUD
57,38,62,9,42,97,75,199,150,2,10,EDGE
60,48,0,26,6,79,97,59,15,3,25,VEHICLE
64,34,5,79,35,44,174,157,300,1,5,EDGE
43,87,68,11,36,92,137,94,15,3,25,VEHICLE
74,87,50,93,9,23,116,87,10,3,20,VEHICLE
63,21,32,97,47,53,71,127,10,3,20,VEHICLE
51,17,11,16,15,96,119,133,150,2,10,EDGE
88,22,63,68,14,29,114,163,150,2,10,EDGE
41,47,59,22,5,52,70,144,150,2,10,EDGE
71,96,24,46,37,69,77,192,150,2,10,EDGE
