step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision,rl_prediction
368,veh_18,13.05,84.4,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
368,veh_19,10.24,54.88,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
368,veh_20,13.29,25.7,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
368,veh_21,16.13,20.97,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
368,veh_22,10.63,89.74,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
368,veh_23,9.13,15.48,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,CLOUD
368,veh_24,14.01,91.9,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
368,veh_25,13.94,38.75,LOW,MODERATE,vehicle_diagnostics,CLOUD,EDGE
368,veh_26,14.08,36.27,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
368,veh_27,10.83,81.08,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
368,veh_28,7.95,66.26,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
368,veh_29,12.04,76.47,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
368,veh_30,11.07,85.39,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
369,veh_1,16.59,56.02,LOW,POOR,lane_detection,VEHICLE,VEHICLE
369,veh_2,15.55,90.72,LOW,POOR,lane_detection,VEHICLE,VEHICLE
369,veh_3,8.84,65.14,MEDIUM,GOOD,driver_behavior_analysis,EDGE,EDGE
369,veh_4,8.74,52.62,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
369,veh_5,5.55,34.87,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
369,veh_6,17.45,90.68,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
369,veh_7,17.88,73.87,LOW,POOR,lane_detection,VEHICLE,VEHICLE
369,veh_8,11.63,34.98,MEDIUM,GOOD,route_planning,CLOUD,EDGE
369,veh_9,13.19,29.37,LOW,GOOD,route_planning,EDGE,CLOUD
369,veh_10,4.87,86.45,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
369,veh_11,9.31,86.13,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
369,veh_12,8.57,89.16,MEDIUM,GOOD,route_planning,CLOUD,EDGE
369,veh_13,5.62,35.63,HIGH,GOOD,lane_detection,EDGE,EDGE
369,veh_14,10.36,77.46,MEDIUM,MODERATE,traffic_sign_recognition,EDGE,CLOUD
369,veh_15,10.15,42.0,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,EDGE
369,veh_16,8.22,96.11,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
369,veh_17,11.25,27.41,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
369,veh_18,5.74,36.56,HIGH,GOOD,traffic_sign_recognition,EDGE,EDGE
369,veh_19,3.0,51.96,HIGH,MODERATE,route_planning,EDGE,EDGE
369,veh_20,6.75,79.25,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,CLOUD
369,veh_21,14.48,84.32,LOW,GOOD,driver_behavior_analysis,EDGE,CLOUD
369,veh_22,2.1,19.66,HIGH,GOOD,vehicle_diagnostics,CLOUD,CLOUD
369,veh_23,6.98,63.94,MEDIUM,GOOD,traffic_sign_recognition,EDGE,EDGE
369,veh_24,15.77,37.67,LOW,MODERATE,vehicle_diagnostics,CLOUD,EDGE
369,veh_25,16.63,15.18,LOW,POOR,lane_detection,CLOUD,CLOUD
369,veh_26,10.86,66.82,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
369,veh_27,16.96,16.4,LOW,MODERATE,obstacle_detection,CLOUD,VEHICLE
369,veh_28,16.12,67.82,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
369,veh_29,14.26,28.79,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
369,veh_30,3.78,50.57,HIGH,MODERATE,route_planning,EDGE,EDGE
370,veh_1,12.63,73.37,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
370,veh_2,12.61,96.09,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
370,veh_3,4.26,43.79,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
370,veh_4,12.27,66.75,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
370,veh_5,16.31,37.9,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
370,veh_6,11.78,36.21,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
370,veh_7,12.24,94.09,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
370,veh_8,10.9,85.7,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
370,veh_9,13.8,22.55,LOW,MODERATE,route_planning,EDGE,EDGE
370,veh_10,10.66,22.06,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
370,veh_11,8.21,37.66,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
370,veh_12,13.03,40.86,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
370,veh_13,14.7,42.11,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
370,veh_14,5.55,63.91,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
370,veh_15,14.19,24.6,LOW,POOR,lane_detection,VEHICLE,CLOUD
370,veh_16,7.97,57.25,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
370,veh_17,5.67,85.45,HIGH,GOOD,route_planning,EDGE,EDGE
370,veh_18,11.91,57.73,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
370,veh_19,11.11,53.38,MEDIUM,MODERATE,route_planning,EDGE,EDGE
370,veh_20,7.32,49.67,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
370,veh_21,3.66,33.55,HIGH,POOR,lane_detection,EDGE,EDGE
370,veh_22,7.97,36.39,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
370,veh_23,13.45,84.89,LOW,POOR,route_planning,VEHICLE,VEHICLE
370,veh_24,16.39,44.61,LOW,GOOD,traffic_sign_recognition,CLOUD,EDGE
370,veh_25,6.5,49.54,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
370,veh_26,15.63,40.15,LOW,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
370,veh_27,10.64,30.32,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
370,veh_28,14.9,66.69,LOW,MODERATE,driver_behavior_analysis,EDGE,CLOUD
370,veh_29,14.99,88.14,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
370,veh_30,3.28,65.77,HIGH,MODERATE,vehicle_diagnostics,EDGE,EDGE
371,veh_1,3.26,49.54,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
371,veh_2,11.84,95.79,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
371,veh_3,9.42,33.86,MEDIUM,MODERATE,route_planning,CLOUD,EDGE
371,veh_4,10.32,54.6,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
371,veh_5,10.89,34.43,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
371,veh_6,15.71,90.96,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
371,veh_7,2.29,94.76,HIGH,POOR,route_planning,EDGE,EDGE
371,veh_8,5.19,37.91,HIGH,MODERATE,lane_detection,EDGE,EDGE
371,veh_9,12.86,27.98,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
371,veh_10,10.91,78.86,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
371,veh_11,13.89,31.98,LOW,GOOD,route_planning,EDGE,CLOUD
371,veh_12,12.18,34.61,LOW,MODERATE,traffic_sign_recognition,EDGE,EDGE
371,veh_13,10.12,48.88,MEDIUM,MODERATE,route_planning,CLOUD,EDGE
371,veh_14,6.53,42.46,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
371,veh_15,9.24,88.2,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
371,veh_16,6.45,75.38,MEDIUM,GOOD,vehicle_diagnostics,EDGE,CLOUD
371,veh_17,5.56,82.36,HIGH,GOOD,lane_detection,EDGE,EDGE
371,veh_18,3.52,33.37,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
371,veh_19,11.96,15.52,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
371,veh_20,3.46,63.17,HIGH,POOR,route_planning,EDGE,EDGE
371,veh_21,5.88,30.32,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
371,veh_22,13.67,55.71,LOW,MODERATE,driver_behavior_analysis,EDGE,EDGE
371,veh_23,3.96,52.68,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
371,veh_24,6.78,80.36,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
371,veh_25,3.14,55.98,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
371,veh_26,10.72,82.84,MEDIUM,MODERATE,route_planning,CLOUD,EDGE
371,veh_27,10.24,74.19,MEDIUM,GOOD,traffic_sign_recognition,CLOUD,CLOUD
371,veh_28,8.94,38.98,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
371,veh_29,2.87,89.2,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
371,veh_30,9.48,77.19,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
372,veh_1,9.86,20.2,MEDIUM,GOOD,driver_behavior_analysis,CLOUD,CLOUD
372,veh_2,10.19,89.86,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
372,veh_3,3.64,41.82,HIGH,MODERATE,traffic_sign_recognition,EDGE,EDGE
372,veh_4,4.59,42.68,HIGH,POOR,obstacle_detection,EDGE,EDGE
372,veh_5,3.73,43.76,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
372,veh_6,16.79,82.4,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
372,veh_7,13.56,99.92,LOW,GOOD,route_planning,EDGE,EDGE
372,veh_8,14.42,52.7,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
372,veh_9,12.74,92.47,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
372,veh_10,17.79,70.96,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
372,veh_11,8.7,52.64,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
372,veh_12,7.13,70.01,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
372,veh_13,12.77,53.14,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
372,veh_14,11.75,72.28,MEDIUM,GOOD,traffic_sign_recognition,EDGE,CLOUD
372,veh_15,4.12,29.24,HIGH,GOOD,obstacle_detection,EDGE,EDGE
372,veh_16,4.74,18.29,HIGH,GOOD,vehicle_diagnostics,CLOUD,EDGE
372,veh_17,5.67,69.89,HIGH,POOR,obstacle_detection,EDGE,EDGE
372,veh_18,7.12,83.76,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
372,veh_19,12.55,79.88,LOW,GOOD,driver_behavior_analysis,EDGE,CLOUD
372,veh_20,12.95,67.83,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
372,veh_21,12.36,89.57,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
372,veh_22,14.6,55.29,LOW,GOOD,driver_behavior_analysis,EDGE,EDGE
372,veh_23,13.25,82.8,LOW,GOOD,driver_behavior_analysis,EDGE,CLOUD
372,veh_24,8.67,85.34,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
372,veh_25,7.68,97.04,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
372,veh_26,4.09,41.49,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
372,veh_27,15.08,83.21,LOW,MODERATE,traffic_sign_recognition,EDGE,CLOUD
372,veh_28,14.15,99.05,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
372,veh_29,15.82,16.47,LOW,MODERATE,route_planning,CLOUD,EDGE
372,veh_30,4.44,46.41,HIGH,MODERATE,route_planning,EDGE,EDGE
373,veh_1,9.35,92.41,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
373,veh_2,6.73,65.45,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
373,veh_3,3.22,23.86,HIGH,MODERATE,obstacle_detection,EDGE,CLOUD
373,veh_4,6.38,96.64,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
373,veh_5,9.85,51.97,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
373,veh_6,9.47,72.62,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
373,veh_7,4.01,94.28,HIGH,GOOD,route_planning,EDGE,EDGE
373,veh_8,13.89,69.85,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
373,veh_9,10.59,31.92,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
373,veh_10,3.28,14.42,HIGH,POOR,lane_detection,CLOUD,CLOUD
373,veh_11,16.98,86.98,LOW,GOOD,driver_behavior_analysis,CLOUD,CLOUD
373,veh_12,3.72,87.96,HIGH,POOR,route_planning,EDGE,EDGE
373,veh_13,8.92,82.09,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
373,veh_14,6.52,37.86,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
373,veh_15,2.08,70.89,HIGH,GOOD,route_planning,EDGE,EDGE
373,veh_16,10.66,75.62,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
373,veh_17,12.96,21.12,LOW,POOR,vehicle_diagnostics,VEHICLE,CLOUD
373,veh_18,17.02,51.18,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
373,veh_19,12.7,55.5,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
373,veh_20,8.42,55.35,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,VEHICLE
373,veh_21,16.92,49.79,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
373,veh_22,6.79,94.42,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
373,veh_23,14.0,72.39,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
373,veh_24,7.03,47.33,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
373,veh_25,6.76,34.03,MEDIUM,MODERATE,route_planning,EDGE,EDGE
373,veh_26,9.78,58.24,MEDIUM,POOR,lane_detection,VEHICLE,VEHICLE
373,veh_27,11.65,15.08,MEDIUM,GOOD,obstacle_detection,CLOUD,CLOUD
373,veh_28,17.83,98.46,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
373,veh_29,12.1,99.49,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
373,veh_30,12.88,53.39,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
374,veh_1,7.11,19.93,MEDIUM,GOOD,obstacle_detection,CLOUD,VEHICLE
374,veh_2,3.31,41.41,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
374,veh_3,3.9,96.27,HIGH,MODERATE,route_planning,EDGE,EDGE
374,veh_4,12.03,94.24,LOW,GOOD,driver_behavior_analysis,EDGE,EDGE
374,veh_5,8.93,64.89,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
374,veh_6,2.31,98.99,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
374,veh_7,3.9,39.69,HIGH,POOR,obstacle_detection,EDGE,EDGE
374,veh_8,4.27,60.56,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
374,veh_9,16.09,30.68,LOW,GOOD,route_planning,CLOUD,CLOUD
374,veh_10,11.52,58.72,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD,VEHICLE
374,veh_11,5.67,46.53,HIGH,GOOD,driver_behavior_analysis,EDGE,EDGE
374,veh_12,11.09,19.96,MEDIUM,GOOD,obstacle_detection,CLOUD,CLOUD
374,veh_13,15.21,35.98,LOW,GOOD,driver_behavior_analysis,CLOUD,EDGE
374,veh_14,13.41,68.93,LOW,GOOD,vehicle_diagnostics,CLOUD,EDGE
374,veh_15,3.09,84.18,HIGH,POOR,lane_detection,EDGE,EDGE
374,veh_16,13.88,85.82,LOW,GOOD,route_planning,EDGE,EDGE
374,veh_17,8.57,84.87,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
374,veh_18,2.02,37.08,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
374,veh_19,2.18,77.44,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
374,veh_20,4.33,38.7,HIGH,GOOD,route_planning,EDGE,EDGE
374,veh_21,2.03,82.88,HIGH,MODERATE,route_planning,EDGE,EDGE
374,veh_22,6.16,65.26,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,EDGE
374,veh_23,16.57,27.85,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
374,veh_24,17.41,95.68,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
374,veh_25,17.15,48.37,LOW,GOOD,route_planning,CLOUD,EDGE
374,veh_26,7.84,98.78,MEDIUM,POOR,obstacle_detection,VEHICLE,VEHICLE
374,veh_27,7.42,70.82,MEDIUM,GOOD,traffic_sign_recognition,EDGE,CLOUD
374,veh_28,9.08,33.51,MEDIUM,MODERATE,driver_behavior_analysis,EDGE,CLOUD
374,veh_29,17.85,82.06,LOW,GOOD,traffic_sign_recognition,EDGE,EDGE
374,veh_30,10.27,93.16,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
375,veh_1,16.11,65.53,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
375,veh_2,4.13,75.49,HIGH,GOOD,traffic_sign_recognition,EDGE,EDGE
375,veh_3,5.43,13.04,HIGH,GOOD,driver_behavior_analysis,CLOUD,CLOUD
375,veh_4,5.52,25.48,HIGH,GOOD,lane_detection,EDGE,EDGE
375,veh_5,12.3,38.26,LOW,POOR,lane_detection,VEHICLE,VEHICLE
375,veh_6,2.75,45.18,HIGH,POOR,vehicle_diagnostics,EDGE,EDGE
375,veh_7,12.06,47.17,LOW,MODERATE,vehicle_diagnostics,EDGE,VEHICLE
375,veh_8,13.58,56.28,LOW,GOOD,driver_behavior_analysis,EDGE,EDGE
375,veh_9,2.93,83.78,HIGH,POOR,lane_detection,EDGE,EDGE
375,veh_10,14.1,49.77,LOW,GOOD,route_planning,CLOUD,EDGE
375,veh_11,8.2,34.98,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
375,veh_12,2.53,28.38,HIGH,MODERATE,lane_detection,EDGE,EDGE
375,veh_13,13.22,44.44,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
375,veh_14,6.83,26.55,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
375,veh_15,8.77,39.39,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
375,veh_16,7.93,93.49,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
375,veh_17,12.4,52.25,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
375,veh_18,9.67,26.67,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
375,veh_19,9.87,24.87,MEDIUM,GOOD,traffic_sign_recognition,EDGE,EDGE
375,veh_20,17.08,56.28,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
375,veh_21,13.25,37.75,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
375,veh_22,15.25,59.75,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
375,veh_23,11.03,94.26,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
375,veh_24,14.51,73.87,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
375,veh_25,2.41,20.24,HIGH,MODERATE,traffic_sign_recognition,EDGE,VEHICLE
375,veh_26,2.57,38.59,HIGH,MODERATE,obstacle_detection,EDGE,EDGE
375,veh_27,10.94,56.73,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
375,veh_28,16.63,20.83,LOW,MODERATE,vehicle_diagnostics,EDGE,CLOUD
375,veh_29,2.63,88.94,HIGH,POOR,obstacle_detection,EDGE,EDGE
375,veh_30,15.56,74.72,LOW,GOOD,vehicle_diagnostics,EDGE,EDGE
376,veh_1,5.46,41.85,HIGH,POOR,lane_detection,EDGE,EDGE
376,veh_2,12.85,95.53,LOW,POOR,obstacle_detection,VEHICLE,VEHICLE
376,veh_3,14.34,13.82,LOW,POOR,route_planning,CLOUD,CLOUD
376,veh_4,6.7,10.56,MEDIUM,MODERATE,obstacle_detection,CLOUD,EDGE
376,veh_5,8.2,29.72,MEDIUM,GOOD,traffic_sign_recognition,EDGE,EDGE
376,veh_6,2.57,21.84,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
376,veh_7,4.02,17.83,HIGH,POOR,vehicle_diagnostics,CLOUD,CLOUD
376,veh_8,15.17,99.94,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
376,veh_9,3.06,20.25,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
376,veh_10,2.28,79.5,HIGH,GOOD,obstacle_detection,EDGE,VEHICLE
376,veh_11,14.08,35.36,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
376,veh_12,14.16,76.51,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
376,veh_13,9.09,72.25,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
376,veh_14,4.1,41.97,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
376,veh_15,3.17,58.15,HIGH,GOOD,obstacle_detection,EDGE,EDGE
376,veh_16,9.57,41.23,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
376,veh_17,13.64,46.64,LOW,GOOD,traffic_sign_recognition,EDGE,CLOUD
376,veh_18,9.68,35.61,MEDIUM,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
376,veh_19,10.23,99.78,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD,CLOUD
376,veh_20,10.3,54.94,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,EDGE
376,veh_21,2.72,49.09,HIGH,MODERATE,vehicle_diagnostics,EDGE,EDGE
376,veh_22,14.35,11.67,LOW,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
376,veh_23,17.2,61.18,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
376,veh_24,2.76,86.32,HIGH,POOR,route_planning,EDGE,EDGE
376,veh_25,10.02,28.65,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
376,veh_26,17.66,38.2,LOW,GOOD,route_planning,CLOUD,CLOUD
376,veh_27,15.2,59.62,LOW,POOR,route_planning,VEHICLE,VEHICLE
376,veh_28,9.23,64.3,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
376,veh_29,8.73,78.75,MEDIUM,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
376,veh_30,12.63,11.27,LOW,GOOD,lane_detection,CLOUD,CLOUD
377,veh_1,11.22,37.84,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
377,veh_2,6.9,56.99,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,CLOUD
377,veh_3,16.98,17.62,LOW,POOR,traffic_sign_recognition,CLOUD,VEHICLE
377,veh_4,16.4,15.2,LOW,POOR,route_planning,CLOUD,VEHICLE
377,veh_5,10.37,21.27,MEDIUM,MODERATE,obstacle_detection,VEHICLE,VEHICLE
377,veh_6,16.37,86.12,LOW,GOOD,route_planning,CLOUD,EDGE
377,veh_7,10.61,89.0,MEDIUM,GOOD,vehicle_diagnostics,CLOUD,EDGE
377,veh_8,3.4,12.76,HIGH,POOR,obstacle_detection,CLOUD,CLOUD
377,veh_9,3.22,80.86,HIGH,POOR,route_planning,EDGE,EDGE
377,veh_10,6.11,10.33,MEDIUM,POOR,lane_detection,CLOUD,EDGE
377,veh_11,5.83,24.26,HIGH,POOR,driver_behavior_analysis,EDGE,EDGE
377,veh_12,12.8,57.13,LOW,MODERATE,obstacle_detection,VEHICLE,VEHICLE
377,veh_13,9.45,62.6,MEDIUM,GOOD,route_planning,EDGE,EDGE
377,veh_14,8.97,30.64,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD,CLOUD
377,veh_15,15.0,50.71,LOW,MODERATE,route_planning,EDGE,EDGE
377,veh_16,13.35,41.66,LOW,POOR,vehicle_diagnostics,VEHICLE,VEHICLE
377,veh_17,16.86,98.08,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
377,veh_18,4.13,31.16,HIGH,POOR,traffic_sign_recognition,EDGE,EDGE
377,veh_19,12.97,20.02,LOW,POOR,obstacle_detection,VEHICLE,CLOUD
377,veh_20,4.95,73.59,HIGH,MODERATE,driver_behavior_analysis,EDGE,EDGE
377,veh_21,10.4,37.81,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
377,veh_22,9.39,57.51,MEDIUM,MODERATE,vehicle_diagnostics,EDGE,CLOUD
377,veh_23,10.23,91.95,MEDIUM,GOOD,lane_detection,VEHICLE,VEHICLE
377,veh_24,16.68,10.21,LOW,MODERATE,lane_detection,CLOUD,CLOUD
377,veh_25,14.84,84.35,LOW,POOR,driver_behavior_analysis,VEHICLE,VEHICLE
377,veh_26,15.87,58.49,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
377,veh_27,3.07,74.66,HIGH,POOR,route_planning,EDGE,EDGE
377,veh_28,2.95,62.96,HIGH,GOOD,lane_detection,EDGE,EDGE
377,veh_29,11.87,67.11,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
377,veh_30,7.61,89.83,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
378,veh_1,12.13,30.69,LOW,POOR,obstacle_detection,VEHICLE,EDGE
378,veh_2,17.9,63.03,LOW,GOOD,vehicle_diagnostics,CLOUD,EDGE
378,veh_3,12.23,13.49,LOW,GOOD,route_planning,CLOUD,CLOUD
378,veh_4,4.24,47.98,HIGH,GOOD,vehicle_diagnostics,EDGE,EDGE
378,veh_5,16.67,41.42,LOW,MODERATE,driver_behavior_analysis,EDGE,EDGE
378,veh_6,9.37,57.81,MEDIUM,MODERATE,lane_detection,VEHICLE,VEHICLE
378,veh_7,16.74,10.38,LOW,GOOD,traffic_sign_recognition,CLOUD,CLOUD
378,veh_8,15.26,67.09,LOW,MODERATE,traffic_sign_recognition,EDGE,VEHICLE
378,veh_9,12.65,77.28,LOW,MODERATE,lane_detection,VEHICLE,VEHICLE
378,veh_10,7.47,89.1,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
378,veh_11,15.59,64.91,LOW,MODERATE,vehicle_diagnostics,EDGE,EDGE
378,veh_12,15.43,33.23,LOW,GOOD,obstacle_detection,VEHICLE,VEHICLE
378,veh_13,10.38,50.82,MEDIUM,GOOD,obstacle_detection,VEHICLE,VEHICLE
378,veh_14,4.6,12.57,HIGH,POOR,driver_behavior_analysis,CLOUD,CLOUD
378,veh_15,10.81,52.7,MEDIUM,POOR,traffic_sign_recognition,VEHICLE,VEHICLE
378,veh_16,17.83,58.38,LOW,GOOD,route_planning,CLOUD,EDGE
378,veh_17,10.71,97.79,MEDIUM,POOR,route_planning,VEHICLE,VEHICLE
378,veh_18,14.25,99.94,LOW,GOOD,lane_detection,VEHICLE,VEHICLE
378,veh_19,17.04,18.76,LOW,GOOD,vehicle_diagnostics,CLOUD,CLOUD
378,veh_20,8.23,19.96,MEDIUM,MODERATE,route_planning,CLOUD,CLOUD
