step,vehicle_id,speed,battery,traffic_density,network_quality,task_type,decision
447,veh_11,5.42,28.28,HIGH,GOOD,traffic_sign_recognition,EDGE
447,veh_12,5.57,75.75,HIGH,MODERATE,vehicle_diagnostics,EDGE
447,veh_13,10.43,31.26,MEDIUM,GOOD,traffic_sign_recognition,EDGE
447,veh_14,15.53,24.81,LOW,GOOD,traffic_sign_recognition,EDGE
447,veh_15,3.71,89.22,HIGH,GOOD,lane_detection,EDGE
447,veh_16,13.24,83.08,LOW,GOOD,lane_detection,VEHICLE
447,veh_17,13.73,48.79,LOW,GOOD,route_planning,CLOUD
447,veh_18,7.67,37.26,MEDIUM,GOOD,route_planning,CLOUD
447,veh_19,9.74,27.04,MEDIUM,POOR,lane_detection,VEHICLE
447,veh_20,6.53,83.63,MEDIUM,MODERATE,obstacle_detection,VEHICLE
447,veh_21,7.55,61.23,MEDIUM,GOOD,lane_detection,VEHICLE
447,veh_22,16.08,98.81,LOW,POOR,route_planning,VEHICLE
447,veh_23,7.11,91.21,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
447,veh_24,4.01,48.12,HIGH,GOOD,vehicle_diagnostics,EDGE
447,veh_25,14.83,45.14,LOW,POOR,obstacle_detection,VEHICLE
447,veh_26,15.56,96.16,LOW,GOOD,lane_detection,VEHICLE
447,veh_27,12.17,40.13,LOW,GOOD,lane_detection,VEHICLE
447,veh_28,2.64,66.2,HIGH,GOOD,traffic_sign_recognition,EDGE
447,veh_29,7.61,59.24,MEDIUM,MODERATE,obstacle_detection,VEHICLE
447,veh_30,7.66,19.72,MEDIUM,POOR,driver_behavior_analysis,CLOUD
448,veh_1,6.64,40.94,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
448,veh_2,5.03,52.07,HIGH,GOOD,obstacle_detection,EDGE
448,veh_3,5.26,18.32,HIGH,POOR,obstacle_detection,CLOUD
448,veh_4,8.18,81.53,MEDIUM,GOOD,obstacle_detection,VEHICLE
448,veh_5,15.18,46.58,LOW,GOOD,lane_detection,VEHICLE
448,veh_6,15.2,20.46,LOW,GOOD,traffic_sign_recognition,CLOUD
448,veh_7,10.81,70.61,MEDIUM,GOOD,obstacle_detection,VEHICLE
448,veh_8,13.1,73.61,LOW,GOOD,route_planning,EDGE
448,veh_9,3.19,97.33,HIGH,MODERATE,obstacle_detection,EDGE
448,veh_10,12.65,10.95,LOW,GOOD,obstacle_detection,CLOUD
448,veh_11,11.91,85.05,MEDIUM,POOR,route_planning,VEHICLE
448,veh_12,15.94,14.21,LOW,GOOD,vehicle_diagnostics,CLOUD
448,veh_13,9.68,35.1,MEDIUM,GOOD,route_planning,CLOUD
448,veh_14,15.47,80.57,LOW,POOR,driver_behavior_analysis,VEHICLE
448,veh_15,16.36,12.13,LOW,POOR,vehicle_diagnostics,CLOUD
448,veh_16,10.32,86.53,MEDIUM,GOOD,vehicle_diagnostics,EDGE
448,veh_17,6.3,90.12,MEDIUM,GOOD,vehicle_diagnostics,EDGE
448,veh_18,15.5,25.22,LOW,GOOD,route_planning,CLOUD
448,veh_19,9.03,28.08,MEDIUM,POOR,route_planning,VEHICLE
448,veh_20,13.32,11.56,LOW,GOOD,obstacle_detection,CLOUD
448,veh_21,6.55,87.39,MEDIUM,POOR,route_planning,VEHICLE
448,veh_22,14.68,14.55,LOW,GOOD,route_planning,CLOUD
448,veh_23,3.42,64.39,HIGH,MODERATE,traffic_sign_recognition,EDGE
448,veh_24,6.13,36.25,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
448,veh_25,8.89,46.13,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
448,veh_26,15.39,53.0,LOW,POOR,vehicle_diagnostics,VEHICLE
448,veh_27,8.57,49.08,MEDIUM,MODERATE,lane_detection,VEHICLE
448,veh_28,13.03,73.21,LOW,MODERATE,lane_detection,VEHICLE
448,veh_29,5.07,29.29,HIGH,POOR,lane_detection,EDGE
448,veh_30,3.49,19.52,HIGH,MODERATE,vehicle_diagnostics,CLOUD
449,veh_1,10.36,16.21,MEDIUM,GOOD,lane_detection,CLOUD
449,veh_2,15.05,59.3,LOW,GOOD,traffic_sign_recognition,CLOUD
449,veh_3,5.81,55.91,HIGH,GOOD,lane_detection,EDGE
449,veh_4,2.31,18.19,HIGH,MODERATE,driver_behavior_analysis,CLOUD
449,veh_5,7.4,53.93,MEDIUM,MODERATE,obstacle_detection,VEHICLE
449,veh_6,15.55,83.14,LOW,GOOD,traffic_sign_recognition,EDGE
449,veh_7,17.95,85.77,LOW,GOOD,vehicle_diagnostics,CLOUD
449,veh_8,2.35,21.4,HIGH,GOOD,obstacle_detection,EDGE
449,veh_9,10.17,66.44,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
449,veh_10,10.29,88.92,MEDIUM,GOOD,route_planning,EDGE
449,veh_11,9.94,58.73,MEDIUM,MODERATE,route_planning,EDGE
449,veh_12,10.09,75.6,MEDIUM,GOOD,lane_detection,VEHICLE
449,veh_13,9.62,12.56,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
449,veh_14,12.82,45.12,LOW,GOOD,driver_behavior_analysis,EDGE
449,veh_15,6.03,62.48,MEDIUM,GOOD,route_planning,EDGE
449,veh_16,7.13,60.14,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
449,veh_17,8.0,92.31,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
449,veh_18,6.22,99.76,MEDIUM,MODERATE,route_planning,CLOUD
449,veh_19,4.16,66.47,HIGH,MODERATE,vehicle_diagnostics,EDGE
449,veh_20,9.97,91.85,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
449,veh_21,4.84,95.84,HIGH,POOR,traffic_sign_recognition,EDGE
449,veh_22,5.69,77.68,HIGH,GOOD,lane_detection,EDGE
449,veh_23,11.26,56.26,MEDIUM,POOR,obstacle_detection,VEHICLE
449,veh_24,3.21,82.49,HIGH,MODERATE,obstacle_detection,EDGE
449,veh_25,9.39,67.7,MEDIUM,GOOD,lane_detection,VEHICLE
449,veh_26,12.36,61.18,LOW,GOOD,driver_behavior_analysis,EDGE
449,veh_27,5.15,84.94,HIGH,GOOD,obstacle_detection,EDGE
449,veh_28,8.47,77.69,MEDIUM,MODERATE,lane_detection,VEHICLE
449,veh_29,14.35,11.48,LOW,GOOD,obstacle_detection,CLOUD
449,veh_30,13.63,74.21,LOW,MODERATE,vehicle_diagnostics,EDGE
450,veh_1,6.68,92.42,MEDIUM,POOR,route_planning,VEHICLE
450,veh_2,12.11,20.69,LOW,POOR,driver_behavior_analysis,VEHICLE
450,veh_3,16.28,43.18,LOW,POOR,obstacle_detection,VEHICLE
450,veh_4,8.08,78.29,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
450,veh_5,11.52,26.44,MEDIUM,GOOD,driver_behavior_analysis,EDGE
450,veh_6,15.24,43.25,LOW,MODERATE,vehicle_diagnostics,EDGE
450,veh_7,10.74,55.22,MEDIUM,MODERATE,obstacle_detection,VEHICLE
450,veh_8,6.1,74.07,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
450,veh_9,4.21,18.88,HIGH,MODERATE,driver_behavior_analysis,CLOUD
450,veh_10,5.02,16.9,HIGH,POOR,driver_behavior_analysis,CLOUD
450,veh_11,16.63,80.27,LOW,GOOD,driver_behavior_analysis,EDGE
450,veh_12,16.12,44.71,LOW,MODERATE,traffic_sign_recognition,EDGE
450,veh_13,2.71,19.04,HIGH,MODERATE,lane_detection,CLOUD
450,veh_14,13.81,15.04,LOW,POOR,lane_detection,CLOUD
450,veh_15,2.03,38.58,HIGH,MODERATE,vehicle_diagnostics,EDGE
450,veh_16,11.44,18.21,MEDIUM,POOR,vehicle_diagnostics,CLOUD
450,veh_17,5.88,92.74,HIGH,POOR,obstacle_detection,EDGE
450,veh_18,14.77,71.03,LOW,MODERATE,lane_detection,VEHICLE
450,veh_19,13.94,49.68,LOW,GOOD,vehicle_diagnostics,CLOUD
450,veh_20,2.62,75.46,HIGH,MODERATE,obstacle_detection,EDGE
450,veh_21,16.71,41.63,LOW,POOR,lane_detection,VEHICLE
450,veh_22,16.81,85.64,LOW,POOR,traffic_sign_recognition,VEHICLE
450,veh_23,8.03,74.55,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
450,veh_24,10.68,67.27,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
450,veh_25,12.73,38.63,LOW,GOOD,driver_behavior_analysis,EDGE
450,veh_26,6.92,72.39,MEDIUM,GOOD,driver_behavior_analysis,EDGE
450,veh_27,8.43,38.11,MEDIUM,POOR,obstacle_detection,VEHICLE
450,veh_28,7.15,18.93,MEDIUM,MODERATE,obstacle_detection,CLOUD
450,veh_29,13.75,97.68,LOW,POOR,driver_behavior_analysis,VEHICLE
450,veh_30,12.13,69.07,LOW,GOOD,route_planning,EDGE
451,veh_1,5.32,40.41,HIGH,MODERATE,route_planning,EDGE
451,veh_2,16.18,30.25,LOW,MODERATE,traffic_sign_recognition,EDGE
451,veh_3,7.43,77.72,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
451,veh_4,6.02,13.28,MEDIUM,GOOD,obstacle_detection,CLOUD
451,veh_5,7.3,31.12,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
451,veh_6,16.22,83.33,LOW,POOR,lane_detection,VEHICLE
451,veh_7,12.74,46.92,LOW,POOR,obstacle_detection,VEHICLE
451,veh_8,5.01,35.08,HIGH,MODERATE,driver_behavior_analysis,EDGE
451,veh_9,2.67,90.6,HIGH,POOR,obstacle_detection,EDGE
451,veh_10,8.68,83.47,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
451,veh_11,3.52,49.1,HIGH,GOOD,obstacle_detection,EDGE
451,veh_12,8.12,70.52,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
451,veh_13,15.83,34.74,LOW,POOR,lane_detection,VEHICLE
451,veh_14,16.91,35.42,LOW,POOR,lane_detection,VEHICLE
451,veh_15,13.08,84.1,LOW,POOR,vehicle_diagnostics,VEHICLE
451,veh_16,17.46,29.81,LOW,GOOD,route_planning,EDGE
451,veh_17,6.46,87.86,MEDIUM,GOOD,vehicle_diagnostics,EDGE
451,veh_18,13.5,15.22,LOW,POOR,vehicle_diagnostics,CLOUD
451,veh_19,15.05,26.97,LOW,POOR,obstacle_detection,VEHICLE
451,veh_20,4.75,47.17,HIGH,MODERATE,lane_detection,EDGE
451,veh_21,16.66,39.95,LOW,POOR,vehicle_diagnostics,VEHICLE
451,veh_22,17.51,68.2,LOW,MODERATE,obstacle_detection,VEHICLE
451,veh_23,3.38,77.69,HIGH,GOOD,obstacle_detection,EDGE
451,veh_24,15.03,75.53,LOW,MODERATE,route_planning,EDGE
451,veh_25,17.72,23.79,LOW,GOOD,route_planning,CLOUD
451,veh_26,13.12,16.24,LOW,POOR,traffic_sign_recognition,CLOUD
451,veh_27,16.72,97.95,LOW,MODERATE,obstacle_detection,VEHICLE
451,veh_28,9.99,28.14,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
451,veh_29,7.85,44.54,MEDIUM,MODERATE,lane_detection,VEHICLE
451,veh_30,14.42,37.78,LOW,MODERATE,route_planning,CLOUD
452,veh_1,8.48,73.45,MEDIUM,POOR,obstacle_detection,VEHICLE
452,veh_2,16.77,23.08,LOW,POOR,traffic_sign_recognition,VEHICLE
452,veh_3,16.26,66.6,LOW,POOR,vehicle_diagnostics,VEHICLE
452,veh_4,8.51,63.28,MEDIUM,MODERATE,route_planning,EDGE
452,veh_5,13.91,84.4,LOW,GOOD,traffic_sign_recognition,CLOUD
452,veh_6,16.06,29.87,LOW,POOR,obstacle_detection,VEHICLE
452,veh_7,3.44,20.88,HIGH,POOR,traffic_sign_recognition,EDGE
452,veh_8,9.79,49.72,MEDIUM,MODERATE,obstacle_detection,VEHICLE
452,veh_9,5.83,50.3,HIGH,POOR,driver_behavior_analysis,EDGE
452,veh_10,3.03,89.35,HIGH,POOR,route_planning,EDGE
452,veh_11,14.37,88.51,LOW,POOR,traffic_sign_recognition,VEHICLE
452,veh_12,16.9,67.13,LOW,POOR,obstacle_detection,VEHICLE
452,veh_13,10.3,13.29,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
452,veh_14,6.69,54.45,MEDIUM,MODERATE,vehicle_diagnostics,EDGE
452,veh_15,7.63,36.73,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
452,veh_16,17.02,78.95,LOW,MODERATE,driver_behavior_analysis,CLOUD
452,veh_17,6.26,64.06,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
452,veh_18,12.09,84.89,LOW,POOR,lane_detection,VEHICLE
452,veh_19,6.04,16.18,MEDIUM,POOR,vehicle_diagnostics,CLOUD
452,veh_20,3.31,29.37,HIGH,POOR,traffic_sign_recognition,EDGE
452,veh_21,5.75,31.33,HIGH,MODERATE,route_planning,EDGE
452,veh_22,16.09,56.26,LOW,POOR,vehicle_diagnostics,VEHICLE
452,veh_23,17.3,33.95,LOW,POOR,driver_behavior_analysis,VEHICLE
452,veh_24,6.87,20.36,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
452,veh_25,17.39,13.23,LOW,GOOD,driver_behavior_analysis,CLOUD
452,veh_26,6.39,57.07,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
452,veh_27,17.69,76.07,LOW,POOR,traffic_sign_recognition,VEHICLE
452,veh_28,16.68,83.24,LOW,MODERATE,traffic_sign_recognition,EDGE
452,veh_29,17.05,31.39,LOW,POOR,traffic_sign_recognition,VEHICLE
452,veh_30,6.7,62.33,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
453,veh_1,12.55,64.98,LOW,MODERATE,obstacle_detection,VEHICLE
453,veh_2,7.8,69.08,MEDIUM,POOR,route_planning,VEHICLE
453,veh_3,7.65,23.07,MEDIUM,POOR,lane_detection,VEHICLE
453,veh_4,14.82,64.75,LOW,POOR,traffic_sign_recognition,VEHICLE
453,veh_5,9.0,30.26,MEDIUM,MODERATE,lane_detection,VEHICLE
453,veh_6,4.5,65.23,HIGH,MODERATE,vehicle_diagnostics,EDGE
453,veh_7,4.81,86.79,HIGH,POOR,driver_behavior_analysis,EDGE
453,veh_8,4.59,50.76,HIGH,POOR,lane_detection,EDGE
453,veh_9,9.04,32.97,MEDIUM,MODERATE,route_planning,EDGE
453,veh_10,9.44,45.07,MEDIUM,MODERATE,route_planning,EDGE
453,veh_11,4.78,61.39,HIGH,POOR,vehicle_diagnostics,EDGE
453,veh_12,10.53,53.26,MEDIUM,GOOD,obstacle_detection,VEHICLE
453,veh_13,13.97,16.37,LOW,POOR,lane_detection,CLOUD
453,veh_14,4.04,84.9,HIGH,POOR,obstacle_detection,EDGE
453,veh_15,8.6,87.28,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
453,veh_16,3.7,77.75,HIGH,GOOD,traffic_sign_recognition,EDGE
453,veh_17,10.33,31.48,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
453,veh_18,12.94,83.97,LOW,MODERATE,traffic_sign_recognition,EDGE
453,veh_19,14.59,22.02,LOW,MODERATE,lane_detection,VEHICLE
453,veh_20,2.71,24.6,HIGH,POOR,lane_detection,EDGE
453,veh_21,13.13,13.54,LOW,POOR,lane_detection,CLOUD
453,veh_22,12.46,11.15,LOW,GOOD,traffic_sign_recognition,CLOUD
453,veh_23,12.48,25.8,LOW,POOR,traffic_sign_recognition,VEHICLE
453,veh_24,4.82,61.05,HIGH,MODERATE,lane_detection,EDGE
453,veh_25,6.09,90.68,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
453,veh_26,4.17,93.04,HIGH,POOR,obstacle_detection,EDGE
453,veh_27,8.51,81.28,MEDIUM,MODERATE,obstacle_detection,VEHICLE
453,veh_28,3.24,51.51,HIGH,MODERATE,lane_detection,EDGE
453,veh_29,16.16,37.62,LOW,MODERATE,traffic_sign_recognition,EDGE
453,veh_30,8.29,40.88,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
454,veh_1,17.62,45.82,LOW,GOOD,traffic_sign_recognition,CLOUD
454,veh_2,11.55,54.87,MEDIUM,MODERATE,lane_detection,VEHICLE
454,veh_3,13.54,17.24,LOW,POOR,traffic_sign_recognition,CLOUD
454,veh_4,4.15,46.58,HIGH,MODERATE,lane_detection,EDGE
454,veh_5,13.27,53.37,LOW,POOR,lane_detection,VEHICLE
454,veh_6,4.45,47.5,HIGH,MODERATE,vehicle_diagnostics,EDGE
454,veh_7,5.47,42.65,HIGH,GOOD,vehicle_diagnostics,EDGE
454,veh_8,11.55,22.05,MEDIUM,POOR,traffic_sign_recognition,VEHICLE
454,veh_9,4.44,30.18,HIGH,POOR,obstacle_detection,EDGE
454,veh_10,12.08,72.56,LOW,GOOD,vehicle_diagnostics,EDGE
454,veh_11,11.93,93.87,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
454,veh_12,5.69,60.89,HIGH,GOOD,route_planning,EDGE
454,veh_13,3.2,19.64,HIGH,POOR,driver_behavior_analysis,CLOUD
454,veh_14,8.21,42.89,MEDIUM,MODERATE,lane_detection,VEHICLE
454,veh_15,2.44,65.45,HIGH,MODERATE,lane_detection,EDGE
454,veh_16,16.43,85.94,LOW,MODERATE,route_planning,CLOUD
454,veh_17,9.72,32.79,MEDIUM,MODERATE,lane_detection,VEHICLE
454,veh_18,3.42,23.79,HIGH,GOOD,lane_detection,EDGE
454,veh_19,4.14,46.71,HIGH,MODERATE,route_planning,EDGE
454,veh_20,6.04,75.07,MEDIUM,POOR,route_planning,VEHICLE
454,veh_21,12.61,48.15,LOW,GOOD,driver_behavior_analysis,EDGE
454,veh_22,10.28,85.45,MEDIUM,GOOD,vehicle_diagnostics,CLOUD
454,veh_23,17.41,53.27,LOW,POOR,driver_behavior_analysis,VEHICLE
454,veh_24,2.9,71.99,HIGH,MODERATE,obstacle_detection,EDGE
454,veh_25,17.65,28.57,LOW,MODERATE,traffic_sign_recognition,CLOUD
454,veh_26,10.83,85.78,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
454,veh_27,17.42,39.93,LOW,GOOD,route_planning,CLOUD
454,veh_28,13.64,21.3,LOW,MODERATE,driver_behavior_analysis,CLOUD
454,veh_29,9.32,97.03,MEDIUM,MODERATE,driver_behavior_analysis,EDGE
454,veh_30,2.56,51.92,HIGH,POOR,route_planning,EDGE
455,veh_1,12.41,62.75,LOW,GOOD,obstacle_detection,VEHICLE
455,veh_2,8.01,37.31,MEDIUM,MODERATE,lane_detection,VEHICLE
455,veh_3,15.12,49.34,LOW,MODERATE,vehicle_diagnostics,CLOUD
455,veh_4,8.41,15.12,MEDIUM,MODERATE,route_planning,CLOUD
455,veh_5,7.42,17.45,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
455,veh_6,3.41,61.72,HIGH,GOOD,obstacle_detection,EDGE
455,veh_7,13.32,68.96,LOW,POOR,route_planning,VEHICLE
455,veh_8,7.48,65.74,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
455,veh_9,8.99,37.76,MEDIUM,GOOD,route_planning,CLOUD
455,veh_10,14.89,44.76,LOW,GOOD,traffic_sign_recognition,EDGE
455,veh_11,6.91,93.13,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
455,veh_12,9.36,93.6,MEDIUM,GOOD,route_planning,CLOUD
455,veh_13,17.41,47.39,LOW,POOR,obstacle_detection,VEHICLE
455,veh_14,14.92,45.85,LOW,GOOD,route_planning,CLOUD
455,veh_15,8.58,30.76,MEDIUM,POOR,route_planning,VEHICLE
455,veh_16,12.32,92.12,LOW,MODERATE,obstacle_detection,VEHICLE
455,veh_17,4.27,40.72,HIGH,GOOD,driver_behavior_analysis,EDGE
455,veh_18,7.14,23.38,MEDIUM,POOR,route_planning,VEHICLE
455,veh_19,17.12,67.71,LOW,GOOD,vehicle_diagnostics,CLOUD
455,veh_20,16.19,21.15,LOW,GOOD,driver_behavior_analysis,EDGE
455,veh_21,12.48,31.44,LOW,MODERATE,traffic_sign_recognition,EDGE
455,veh_22,14.57,96.71,LOW,MODERATE,driver_behavior_analysis,CLOUD
455,veh_23,7.15,52.36,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
455,veh_24,3.99,73.3,HIGH,POOR,route_planning,EDGE
455,veh_25,11.14,57.47,MEDIUM,GOOD,lane_detection,VEHICLE
455,veh_26,14.74,92.35,LOW,GOOD,lane_detection,VEHICLE
455,veh_27,5.36,93.78,HIGH,POOR,route_planning,EDGE
455,veh_28,14.66,49.64,LOW,POOR,traffic_sign_recognition,VEHICLE
455,veh_29,3.63,53.03,HIGH,MODERATE,route_planning,EDGE
455,veh_30,11.74,88.55,MEDIUM,MODERATE,vehicle_diagnostics,CLOUD
456,veh_1,6.06,69.06,MEDIUM,GOOD,obstacle_detection,VEHICLE
456,veh_2,5.04,61.88,HIGH,GOOD,route_planning,EDGE
456,veh_3,12.48,39.97,LOW,POOR,obstacle_detection,VEHICLE
456,veh_4,12.28,53.1,LOW,MODERATE,lane_detection,VEHICLE
456,veh_5,6.93,18.39,MEDIUM,GOOD,lane_detection,CLOUD
456,veh_6,16.48,54.97,LOW,POOR,obstacle_detection,VEHICLE
456,veh_7,10.74,47.8,MEDIUM,GOOD,driver_behavior_analysis,EDGE
456,veh_8,13.29,40.45,LOW,POOR,obstacle_detection,VEHICLE
456,veh_9,14.59,65.56,LOW,GOOD,vehicle_diagnostics,CLOUD
456,veh_10,6.24,72.98,MEDIUM,POOR,obstacle_detection,VEHICLE
456,veh_11,3.68,48.84,HIGH,MODERATE,traffic_sign_recognition,EDGE
456,veh_12,6.97,63.9,MEDIUM,GOOD,traffic_sign_recognition,EDGE
456,veh_13,12.48,92.83,LOW,POOR,driver_behavior_analysis,VEHICLE
456,veh_14,7.98,92.92,MEDIUM,MODERATE,traffic_sign_recognition,EDGE
456,veh_15,15.98,72.39,LOW,GOOD,obstacle_detection,VEHICLE
456,veh_16,12.11,52.68,LOW,MODERATE,obstacle_detection,VEHICLE
456,veh_17,12.6,34.41,LOW,MODERATE,driver_behavior_analysis,CLOUD
456,veh_18,9.66,13.42,MEDIUM,POOR,vehicle_diagnostics,CLOUD
456,veh_19,7.69,56.49,MEDIUM,GOOD,route_planning,EDGE
456,veh_20,8.9,94.14,MEDIUM,GOOD,obstacle_detection,VEHICLE
456,veh_21,9.69,14.56,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
456,veh_22,7.95,45.11,MEDIUM,GOOD,obstacle_detection,VEHICLE
456,veh_23,9.89,45.87,MEDIUM,GOOD,route_planning,CLOUD
456,veh_24,15.0,60.96,LOW,POOR,route_planning,VEHICLE
456,veh_25,5.67,33.94,HIGH,POOR,obstacle_detection,EDGE
456,veh_26,10.51,98.77,MEDIUM,MODERATE,obstacle_detection,VEHICLE
456,veh_27,7.2,15.63,MEDIUM,GOOD,lane_detection,CLOUD
456,veh_28,14.35,57.0,LOW,POOR,obstacle_detection,VEHICLE
456,veh_29,11.47,20.43,MEDIUM,POOR,lane_detection,VEHICLE
456,veh_30,8.04,50.19,MEDIUM,GOOD,lane_detection,VEHICLE
457,veh_1,5.63,37.49,HIGH,POOR,obstacle_detection,EDGE
457,veh_2,3.67,81.13,HIGH,POOR,traffic_sign_recognition,EDGE
457,veh_3,10.47,76.47,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
457,veh_4,9.68,27.0,MEDIUM,POOR,obstacle_detection,VEHICLE
457,veh_5,4.3,20.61,HIGH,POOR,driver_behavior_analysis,EDGE
457,veh_6,11.65,43.23,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
457,veh_7,7.18,81.69,MEDIUM,GOOD,driver_behavior_analysis,CLOUD
457,veh_8,10.85,35.68,MEDIUM,POOR,driver_behavior_analysis,VEHICLE
457,veh_9,16.56,66.02,LOW,MODERATE,lane_detection,VEHICLE
457,veh_10,2.55,54.62,HIGH,GOOD,vehicle_diagnostics,EDGE
457,veh_11,7.77,74.78,MEDIUM,MODERATE,route_planning,EDGE
457,veh_12,9.28,89.06,MEDIUM,GOOD,route_planning,EDGE
457,veh_13,10.06,52.09,MEDIUM,MODERATE,lane_detection,VEHICLE
457,veh_14,3.06,62.99,HIGH,MODERATE,route_planning,EDGE
457,veh_15,7.36,62.71,MEDIUM,POOR,lane_detection,VEHICLE
457,veh_16,13.12,88.28,LOW,POOR,route_planning,VEHICLE
457,veh_17,13.48,11.39,LOW,POOR,traffic_sign_recognition,CLOUD
457,veh_18,7.57,76.35,MEDIUM,GOOD,lane_detection,VEHICLE
457,veh_19,11.03,88.36,MEDIUM,POOR,lane_detection,VEHICLE
457,veh_20,12.22,72.3,LOW,MODERATE,route_planning,EDGE
457,veh_21,6.11,28.77,MEDIUM,MODERATE,driver_behavior_analysis,CLOUD
457,veh_22,6.17,95.42,MEDIUM,POOR,obstacle_detection,VEHICLE
457,veh_23,3.47,57.59,HIGH,MODERATE,route_planning,EDGE
457,veh_24,17.51,16.58,LOW,MODERATE,vehicle_diagnostics,CLOUD
457,veh_25,12.03,76.61,LOW,MODERATE,vehicle_diagnostics,CLOUD
457,veh_26,8.17,36.34,MEDIUM,GOOD,traffic_sign_recognition,EDGE
457,veh_27,8.71,73.92,MEDIUM,MODERATE,route_planning,EDGE
457,veh_28,15.29,58.83,LOW,MODERATE,driver_behavior_analysis,EDGE
457,veh_29,8.27,94.34,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
457,veh_30,8.28,94.09,MEDIUM,POOR,vehicle_diagnostics,VEHICLE
458,veh_1,12.83,36.09,LOW,POOR,obstacle_detection,VEHICLE
458,veh_2,8.0,72.7,MEDIUM,GOOD,traffic_sign_recognition,EDGE
458,veh_3,15.26,40.28,LOW,MODERATE,route_planning,EDGE
458,veh_4,11.25,49.89,MEDIUM,MODERATE,traffic_sign_recognition,CLOUD
458,veh_5,8.38,90.36,MEDIUM,MODERATE,lane_detection,VEHICLE
458,veh_6,9.99,46.76,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
458,veh_7,8.29,76.76,MEDIUM,MODERATE,lane_detection,VEHICLE
458,veh_8,7.16,67.59,MEDIUM,GOOD,lane_detection,VEHICLE
458,veh_9,16.34,27.37,LOW,POOR,lane_detection,VEHICLE
458,veh_10,17.87,23.7,LOW,GOOD,traffic_sign_recognition,CLOUD
458,veh_11,4.66,10.1,HIGH,GOOD,route_planning,CLOUD
458,veh_12,5.14,87.41,HIGH,POOR,driver_behavior_analysis,EDGE
458,veh_13,11.0,72.73,MEDIUM,GOOD,traffic_sign_recognition,EDGE
458,veh_14,13.12,15.65,LOW,MODERATE,lane_detection,CLOUD
458,veh_15,13.53,88.73,LOW,MODERATE,traffic_sign_recognition,EDGE
458,veh_16,11.63,36.16,MEDIUM,GOOD,route_planning,EDGE
458,veh_17,8.49,61.1,MEDIUM,GOOD,vehicle_diagnostics,EDGE
458,veh_18,16.68,89.31,LOW,GOOD,driver_behavior_analysis,CLOUD
458,veh_19,13.83,21.81,LOW,GOOD,driver_behavior_analysis,CLOUD
458,veh_20,3.49,94.25,HIGH,MODERATE,lane_detection,EDGE
458,veh_21,13.34,49.84,LOW,POOR,lane_detection,VEHICLE
458,veh_22,11.67,39.94,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
458,veh_23,5.19,39.98,HIGH,GOOD,obstacle_detection,EDGE
458,veh_24,10.36,93.88,MEDIUM,GOOD,traffic_sign_recognition,CLOUD
458,veh_25,4.31,29.67,HIGH,GOOD,obstacle_detection,EDGE
458,veh_26,2.06,72.74,HIGH,POOR,obstacle_detection,EDGE
458,veh_27,15.11,50.4,LOW,POOR,route_planning,VEHICLE
458,veh_28,17.07,84.3,LOW,GOOD,driver_behavior_analysis,EDGE
458,veh_29,4.82,63.55,HIGH,MODERATE,driver_behavior_analysis,EDGE
